paper_id,split,domain,tsne_x,tsne_y
NOVEL_SUM_32,NOVEL,SUM,-40.804295,4.8157725
NOVEL_SUM_31,NOVEL,SUM,-45.462273,-0.25723442
NOVEL_SUM_30,NOVEL,SUM,-48.09345,-2.7777836
NOVEL_SUM_28,NOVEL,SUM,-37.80776,-10.533324
NOVEL_SUM_26,NOVEL,SUM,-39.721073,-13.189531
NOVEL_SUM_73,NOVEL,SUM,-41.898556,1.3707879
NOVEL_SUM_72,NOVEL,SUM,44.78247,30.838366
NOVEL_SUM_71,NOVEL,SUM,-37.762867,0.34763592
NOVEL_SUM_70,NOVEL,SUM,61.67317,15.544451
NOVEL_SUM_69,NOVEL,SUM,-2.1892624,14.578633
NOVEL_SUM_68,NOVEL,SUM,-41.73557,-9.889613
NOVEL_SUM_67,NOVEL,SUM,68.310356,11.749908
NOVEL_SUM_66,NOVEL,SUM,-40.460922,14.589707
NOVEL_SUM_64,NOVEL,SUM,-25.545877,15.161223
NOVEL_SUM_61,NOVEL,SUM,-38.64329,-17.587229
NOVEL_SUM_15,NOVEL,SUM,41.86158,26.47938
NOVEL_SUM_14,NOVEL,SUM,-16.514467,-1.5301232
NOVEL_SUM_13,NOVEL,SUM,8.908633,25.486557
NOVEL_SUM_56,NOVEL,SUM,67.57469,13.172662
NOVEL_SUM_54,NOVEL,SUM,3.9627256,3.790109
NOVEL_SUM_53,NOVEL,SUM,67.401535,11.835286
NOVEL_MT_284,NOVEL,MT,65.48572,12.743656
NOVEL_MT_283,NOVEL,MT,-41.575123,8.822394
NOVEL_MT_282,NOVEL,MT,-13.292195,13.049217
NOVEL_MT_277,NOVEL,MT,-12.5949955,14.44984
NOVEL_MT_275,NOVEL,MT,-30.977758,20.94819
NOVEL_MT_274,NOVEL,MT,46.07593,21.547829
NOVEL_MT_271,NOVEL,MT,-32.763603,21.944216
NOVEL_MT_270,NOVEL,MT,-8.23565,21.110386
NOVEL_MT_269,NOVEL,MT,-8.859161,13.94501
NOVEL_MT_268,NOVEL,MT,9.316231,38.569603
NOVEL_MT_295,NOVEL,MT,64.33165,17.562666
NOVEL_MT_291,NOVEL,MT,-26.52236,18.284824
NOVEL_SUM_37,NOVEL,SUM,-53.76832,12.092627
NOVEL_SUM_36,NOVEL,SUM,-7.3875165,-0.7239686
NOVEL_SUM_33,NOVEL,SUM,-43.49528,2.6670008
NOVEL_SUM_77,NOVEL,SUM,-25.846844,20.06143
NOVEL_SUM_76,NOVEL,SUM,-30.938467,-3.054541
NOVEL_SUM_75,NOVEL,SUM,-1.1313298,24.849064
NOVEL_MT_290,NOVEL,MT,64.25015,9.65358
NOVEL_MT_289,NOVEL,MT,-12.145631,19.803762
NOVEL_MT_287,NOVEL,MT,-11.553392,28.974195
NOVEL_MT_286,NOVEL,MT,-8.791098,35.977417
NOVEL_MT_305,NOVEL,MT,62.527573,15.845099
NOVEL_MT_304,NOVEL,MT,-17.856241,42.98567
NOVEL_MT_303,NOVEL,MT,-16.814846,0.1277183
NOVEL_MT_301,NOVEL,MT,-15.0979,0.7225567
NOVEL_MT_300,NOVEL,MT,-3.9736004,35.331608
NOVEL_MT_298,NOVEL,MT,-1.8440661,18.251637
NOVEL_SUM_60,NOVEL,SUM,60.410877,17.821135
NOVEL_SUM_59,NOVEL,SUM,-37.690144,0.6862344
NOVEL_SUM_58,NOVEL,SUM,64.68677,12.746566
NOVEL_QA_8,NOVEL,QA,-7.9085073,28.90675
NOVEL_QA_7,NOVEL,QA,62.470608,14.486369
NOVEL_QA_5,NOVEL,QA,-4.1399755,-2.6105628
NOVEL_QA_4,NOVEL,QA,-11.252672,-1.6637427
NOVEL_QA_3,NOVEL,QA,-10.829486,-2.5231273
NOVEL_QA_2,NOVEL,QA,59.55351,17.214684
NOVEL_QA_1,NOVEL,QA,18.358358,13.762108
NOVEL_QA_0,NOVEL,QA,65.53633,10.817651
NOVEL_QA_30,NOVEL,QA,-10.778252,0.84210116
NOVEL_QA_27,NOVEL,QA,-13.286091,-0.21131994
NOVEL_QA_26,NOVEL,QA,46.17728,20.76779
NOVEL_QA_25,NOVEL,QA,-13.437649,-0.024817178
NOVEL_QA_24,NOVEL,QA,-18.007696,-4.859951
NOVEL_QA_23,NOVEL,QA,-15.330227,14.622393
NOVEL_QA_22,NOVEL,QA,-42.919525,-6.6504784
NOVEL_QA_21,NOVEL,QA,63.979618,15.77476
NOVEL_QA_18,NOVEL,QA,-6.569938,-0.1710549
NOVEL_QA_17,NOVEL,QA,0.75838697,33.456093
NOVEL_QA_16,NOVEL,QA,-50.550404,21.315939
NOVEL_QA_15,NOVEL,QA,-52.50336,2.4881752
NOVEL_QA_14,NOVEL,QA,69.316826,11.8394375
NOVEL_QA_13,NOVEL,QA,-55.460876,-3.056483
NOVEL_QA_12,NOVEL,QA,-11.718683,2.6908145
NOVEL_QA_10,NOVEL,QA,-12.846226,2.679873
NOVEL_QA_50,NOVEL,QA,-37.917847,-3.5313375
NOVEL_QA_48,NOVEL,QA,-56.869556,-2.0207992
NOVEL_QA_47,NOVEL,QA,67.118195,11.18783
NOVEL_QA_46,NOVEL,QA,-18.9887,-1.4579458
NOVEL_QA_45,NOVEL,QA,-10.36515,-2.9433165
NOVEL_QA_44,NOVEL,QA,59.50408,16.016207
NOVEL_QA_43,NOVEL,QA,65.63645,10.7783785
NOVEL_QA_40,NOVEL,QA,-47.108456,-4.2490134
NOVEL_QA_39,NOVEL,QA,-10.656476,5.090444
NOVEL_QA_37,NOVEL,QA,-55.208755,5.3431315
NOVEL_QA_36,NOVEL,QA,-56.926857,2.517443
NOVEL_QA_35,NOVEL,QA,67.668846,13.195317
NOVEL_QA_34,NOVEL,QA,-35.07393,-5.8897448
NOVEL_QA_33,NOVEL,QA,-37.807743,-10.533141
NOVEL_QA_32,NOVEL,QA,-42.533405,12.451834
NOVEL_QA_69,NOVEL,QA,63.428936,16.760258
NOVEL_QA_67,NOVEL,QA,-12.373963,-0.5066017
NOVEL_QA_66,NOVEL,QA,-34.947063,-1.381543
NOVEL_QA_65,NOVEL,QA,68.597275,12.830793
NOVEL_QA_64,NOVEL,QA,63.71448,12.292824
NOVEL_QA_63,NOVEL,QA,65.01592,14.937513
NOVEL_QA_62,NOVEL,QA,-1.4893377,6.729948
NOVEL_QA_61,NOVEL,QA,56.37151,16.389584
NOVEL_QA_60,NOVEL,QA,-53.02429,-3.8491108
NOVEL_QA_59,NOVEL,QA,67.2786,14.941229
NOVEL_QA_58,NOVEL,QA,-12.269531,-2.8865838
NOVEL_QA_57,NOVEL,QA,-19.453697,-12.743258
NOVEL_QA_55,NOVEL,QA,-37.85614,14.457943
NOVEL_QA_54,NOVEL,QA,57.93131,-1.5808581
NOVEL_QA_53,NOVEL,QA,-15.17574,-2.6325247
NOVEL_QA_52,NOVEL,QA,-12.63442,4.0772815
NOVEL_DIA_71,NOVEL,DIA,-45.526085,-5.8751354
NOVEL_DIA_70,NOVEL,DIA,-26.085346,-1.5555184
NOVEL_QA_86,NOVEL,QA,65.058685,16.41816
NOVEL_QA_84,NOVEL,QA,62.13789,13.335232
NOVEL_QA_83,NOVEL,QA,-20.37599,-3.7895775
NOVEL_QA_81,NOVEL,QA,10.288861,34.204426
NOVEL_QA_80,NOVEL,QA,66.0628,14.194977
NOVEL_QA_79,NOVEL,QA,63.50167,15.726775
NOVEL_QA_77,NOVEL,QA,45.270065,23.662376
NOVEL_QA_76,NOVEL,QA,65.85742,16.068695
NOVEL_QA_75,NOVEL,QA,67.84917,10.4278965
NOVEL_QA_74,NOVEL,QA,-35.9483,-2.8181753
NOVEL_QA_72,NOVEL,QA,-42.41447,-14.462331
NOVEL_QA_70,NOVEL,QA,59.316124,14.577917
NOVEL_DIA_69,NOVEL,DIA,-45.47325,-3.583457
NOVEL_DIA_68,NOVEL,DIA,-48.283478,-5.693692
NOVEL_DIA_67,NOVEL,DIA,-14.887413,-6.903699
NOVEL_DIA_66,NOVEL,DIA,43.680428,25.477184
NOVEL_DIA_65,NOVEL,DIA,-46.93787,-9.4403515
NOVEL_DIA_63,NOVEL,DIA,-57.087948,4.1751275
NOVEL_DIA_6,NOVEL,DIA,-6.6477447,24.864067
NOVEL_DIA_5,NOVEL,DIA,-3.5887768,16.0045
NOVEL_DIA_4,NOVEL,DIA,-3.3004062,-9.986706
NOVEL_DIA_3,NOVEL,DIA,-45.98555,-3.8431082
NOVEL_DIA_2,NOVEL,DIA,61.13918,14.251699
NOVEL_DIA_39,NOVEL,DIA,-40.39859,-3.8649478
NOVEL_DIA_37,NOVEL,DIA,-33.06479,1.6375268
NOVEL_DIA_35,NOVEL,DIA,44.865437,31.692087
NOVEL_DIA_34,NOVEL,DIA,-47.35477,-9.969981
NOVEL_DIA_33,NOVEL,DIA,46.92534,20.103214
NOVEL_DIA_8,NOVEL,DIA,63.23803,16.765
NOVEL_DIA_1,NOVEL,DIA,-43.816048,21.549305
NOVEL_DIA_22,NOVEL,DIA,-40.7343,-7.732404
NOVEL_DIA_23,NOVEL,DIA,-23.879723,2.5927317
NOVEL_DIA_24,NOVEL,DIA,-2.3681135,-7.8630857
NOVEL_DIA_25,NOVEL,DIA,-38.241764,8.674524
NOVEL_DIA_26,NOVEL,DIA,-54.344975,11.347678
NOVEL_DIA_28,NOVEL,DIA,-42.106453,-1.8664169
NOVEL_DIA_29,NOVEL,DIA,0.055265155,-1.9968904
NOVEL_DIA_30,NOVEL,DIA,-42.185772,-7.411956
NOVEL_DIA_31,NOVEL,DIA,-11.438315,7.441066
NOVEL_DIA_0,NOVEL,DIA,-14.64082,-8.463817
SKG_SUM_W3118800713,SKG,SUM,-9.643836,-16.466045
SKG_SUM_W4213077304,SKG,SUM,-52.829082,-9.560362
SKG_SA_W4281936363,SKG,SA,-1.97416,-43.95275
SKG_SUM_W4281645619,SKG,SUM,47.02681,-39.742413
SKG_SUM_W4280504305,SKG,SUM,29.842773,-57.20425
NOVEL_MT_244,NOVEL,MT,-54.647934,16.585112
NOVEL_MT_280,NOVEL,MT,56.473965,21.196379
SKG_SA_W4210904809,SKG,SA,18.660734,-50.699055
SKG_SA_W4210592306,SKG,SA,34.608932,-18.710064
SKG_SA_W4385894687,SKG,SA,44.60035,22.002409
SKG_SA_W4212926655,SKG,SA,-7.5717845,-21.584719
SKG_SUM_W4293872386,SKG,SUM,45.54981,-21.110867
SKG_SUM_W4291885054,SKG,SUM,38.08191,-47.91877
SKG_SUM_W3162720533,SKG,SUM,4.4317584,-54.285667
NOVEL_DIA_W4303696390,NOVEL,DIA,28.71039,-55.92865
NOVEL_DIA_W1545565211,NOVEL,DIA,31.198278,-45.178062
SKG_SUM_W4220927247,SKG,SUM,15.527531,-57.537323
SKG_SUM_W4210897413,SKG,SUM,46.083286,-21.629574
SKG_SUM_W4225383465,SKG,SUM,43.87017,-39.411568
SKG_SUM_W4297014776,SKG,SUM,18.55973,-10.599249
SKG_SUM_W4296698991,SKG,SUM,44.582157,-20.84611
SKG_SUM_W4306850861,SKG,SUM,16.101238,-12.801755
SKG_SA_W3188542058,SKG,SA,56.321205,21.235548
SKG_SA_W4206271254,SKG,SA,20.473156,-50.692863
NOVEL_QA_W4309674289,NOVEL,QA,-14.474285,-34.89777
NOVEL_SUM_W4309674289,NOVEL,SUM,-14.432886,-34.66217
BLOG_DIA_W4309674289,BLOG,DIA,-14.471912,-34.898903
BLOG_MT_W4309674289,BLOG,MT,-14.395894,-34.671803
BLOG_QA_W4309674289,BLOG,QA,-14.467054,-34.872402
SKG_SUM_W4291111820,SKG,SUM,18.204035,-10.423891
NOVEL_SUM_W4285744692,NOVEL,SUM,9.840205,-67.10978
SKG_SUM_W4298110867,SKG,SUM,-1.5750479,0.07984915
SKG_SA_W4288062238,SKG,SA,-13.166709,-45.353233
SKG_SA_W4282972980,SKG,SA,26.84561,-29.328741
SKG_SA_W4229369233,SKG,SA,-3.017055,-44.659153
SKG_SA_W3201869313,SKG,SA,-15.707906,6.7392535
SKG_QA_W4220751443,SKG,QA,28.411205,-39.05004
SKG_QA_W4221113039,SKG,QA,35.46621,-31.423363
BLOG_DIA_W4308995574,BLOG,DIA,21.159937,-63.167698
BLOG_QA_W4308995574,BLOG,QA,21.159937,-63.167698
BLOG_DIA_W4210916416,BLOG,DIA,-2.02632,-59.408493
BLOG_MT_W4210916416,BLOG,MT,-2.02632,-59.408493
SKG_SA_W4206134861,SKG,SA,19.627934,-27.583616
SKG_SA_W4287093414,SKG,SA,5.71547,-42.45598
SKG_SA_W3198571508,SKG,SA,-48.517998,-10.575012
SKG_SA_W4286669989,SKG,SA,30.107271,-60.137066
SKG_SA_W4283588903,SKG,SA,1.2306119,-19.402597
SKG_SUM_W4286383196,SKG,SUM,33.846672,-50.594475
SKG_QA_W4206738234,SKG,QA,17.079296,-28.738625
SKG_SUM_W4206738234,SKG,SUM,17.079767,-28.7386
SKG_QA_W4206556168,SKG,QA,32.247883,-53.11978
SKG_SA_W4296079469,SKG,SA,-18.871664,-29.732489
SKG_SUM_W4296079469,SKG,SUM,-18.871664,-29.732489
SKG_SA_W4283758677,SKG,SA,35.667656,-53.92454
SKG_SA_W4313310852,SKG,SA,22.005161,-47.28516
SKG_SUM_W4313310852,SKG,SUM,22.005817,-47.28527
BLOG_DIA_W3122241445,BLOG,DIA,50.899185,14.114971
BLOG_NLI_W3122241445,BLOG,NLI,50.89924,14.114926
BLOG_QA_W3122241445,BLOG,QA,50.899185,14.114971
BLOG_SA_W3122241445,BLOG,SA,50.89924,14.114926
BLOG_DIA_W4294292920,BLOG,DIA,32.60316,-29.944614
SKG_SA_W4211256381,SKG,SA,30.42547,0.22153424
SKG_SA_W4293030664,SKG,SA,30.30169,-58.12594
SKG_SA_W4312474588,SKG,SA,3.1715252,-51.443645
SKG_PAR_W3213472637,SKG,PAR,-1.029273,-8.629535
SKG_PAR_W4294133266,SKG,PAR,-7.613048,-26.046673
BLOG_DIA_W4213219820,BLOG,DIA,24.303308,-58.694828
BLOG_DIA_W4280489028,BLOG,DIA,29.005196,-41.598785
BLOG_DIA_W4283801824,BLOG,DIA,-1.3598751,-53.628433
BLOG_NLI_W4283801824,BLOG,NLI,-1.3598751,-53.628433
BLOG_DIA_W4304202992,BLOG,DIA,-14.42195,-44.262943
SKG_QA_W4308821586,SKG,QA,16.96747,-16.695612
SKG_QA_W4290769249,SKG,QA,35.089455,-29.370415
SKG_QA_W4283740148,SKG,QA,3.4025385,-35.33009
SKG_QA_W4220728596,SKG,QA,37.520065,-57.3536
SKG_QA_W4282006100,SKG,QA,-2.5380769,-41.680256
SKG_QA_W4285004952,SKG,QA,20.462717,-48.22529
SKG_PAR_W4285106586,SKG,PAR,-50.454655,11.297863
SKG_QA_W4283641177,SKG,QA,32.033695,-57.421158
SKG_QA_W4220935272,SKG,QA,17.77238,-61.55827
SKG_PAR_W3202031169,SKG,PAR,-17.600315,-34.042377
SKG_PAR_W4285158119,SKG,PAR,42.968956,16.170086
SKG_SUM_W4298086991,SKG,SUM,39.88655,-28.024687
SKG_QA_W4224246016,SKG,QA,32.674507,-58.88261
SKG_PAR_W4288436242,SKG,PAR,1.2196813,-48.314228
BLOG_DIA_W4313294616,BLOG,DIA,19.605385,-18.750713
BLOG_SA_W4313294616,BLOG,SA,19.605385,-18.750713
BLOG_DIA_W4296692877,BLOG,DIA,25.499008,-57.55498
BLOG_DIA_W4285091711,BLOG,DIA,13.113083,-66.085434
SKG_QA_W2117226423,SKG,QA,-20.25918,-24.195017
SKG_QA_W4205941964,SKG,QA,-1.8954539,-48.568375
SKG_SA_W4205941964,SKG,SA,-1.8955065,-48.568855
SKG_SUM_W4205941964,SKG,SUM,-1.8955065,-48.568855
SKG_QA_W4292736944,SKG,QA,27.316797,-35.96456
SKG_QA_W4206918024,SKG,QA,-19.858198,-25.397844
SKG_QA_W4313310852,SKG,QA,22.005817,-47.28527
SKG_PAR_W4385572754,SKG,PAR,-27.95952,-1.5635074
SKG_PAR_W4385573325,SKG,PAR,-26.542233,0.96790403
SKG_PAR_W4226388780,SKG,PAR,29.875021,-49.99033
SKG_PAR_W4312257891,SKG,PAR,-14.371307,-28.181616
SKG_PAR_W4311798217,SKG,PAR,23.850994,-27.485622
SKG_PAR_W4312634749,SKG,PAR,-16.01364,-37.103813
BLOG_DIA_W643335905,BLOG,DIA,35.97334,-40.235714
BLOG_PAR_W643335905,BLOG,PAR,35.973255,-40.23548
BLOG_DIA_W4206213217,BLOG,DIA,20.201406,-63.537666
BLOG_DIA_W4213292645,BLOG,DIA,42.286156,-15.944178
BLOG_DIA_W4205343758,BLOG,DIA,12.432585,-65.44234
BLOG_DIA_W4307870433,BLOG,DIA,11.759576,-67.31931
SKG_PAR_W4385573236,SKG,PAR,-19.516016,3.0988746
SKG_PAR_W3200957830,SKG,PAR,33.151016,-44.516422
SKG_PAR_W4225580830,SKG,PAR,-40.81082,0.5929685
SKG_PAR_W4285251400,SKG,PAR,4.4363475,11.924828
SKG_PAR_W3035620341,SKG,PAR,-15.638225,6.3508477
SKG_PAR_W4285248702,SKG,PAR,30.873062,0.008209147
BLOG_DIA_W4310388968,BLOG,DIA,13.123392,-63.919712
BLOG_DIA_W4280565855,BLOG,DIA,14.760285,-69.99194
BLOG_DIA_W4313299691,BLOG,DIA,19.511612,-66.984344
BLOG_DIA_W4313313935,BLOG,DIA,12.522736,-33.47568
NOVEL_DIA_W4285091711,NOVEL,DIA,13.113181,-66.08644
SKG_QA_W4281564584,SKG,QA,35.07013,-37.35472
SKG_QA_W4220831425,SKG,QA,23.30678,-6.220027
SKG_QA_W4292865744,SKG,QA,33.304417,-57.076813
SKG_QA_W4225147016,SKG,QA,46.39238,-39.177258
SKG_QA_W4281296357,SKG,QA,35.03583,-26.783579
SKG_QA_W4285794683,SKG,QA,7.183113,11.678665
SKG_QA_W4298086991,SKG,QA,39.886547,-28.024832
SKG_PAR_W4285059900,SKG,PAR,29.604849,0.24074912
SKG_PAR_W4285289306,SKG,PAR,-2.324207,35.774002
SKG_PAR_W4210894209,SKG,PAR,-12.284169,-34.013535
SKG_PAR_W4285248746,SKG,PAR,11.155666,-43.294586
SKG_PAR_W4225729224,SKG,PAR,28.412176,-47.67001
BLOG_DIA_W4307940505,BLOG,DIA,19.036398,-67.02626
BLOG_DIA_W4362653910,BLOG,DIA,38.446774,-32.54255
BLOG_DIA_W4214878371,BLOG,DIA,38.052708,-33.506176
BLOG_MT_W3185341429,BLOG,MT,-5.8787203,-15.618942
BLOG_NLI_W3185341429,BLOG,NLI,-5.8787203,-15.618942
BLOG_DIA_W4293760954,BLOG,DIA,14.981692,-65.24931
BLOG_SA_W4293760954,BLOG,SA,14.981692,-65.24931
SKG_PAR_W4293479414,SKG,PAR,-44.287426,1.6618191
SKG_PAR_W4288036466,SKG,PAR,29.871784,-49.07351
SKG_PAR_W4294833327,SKG,PAR,-12.348315,-42.003395
SKG_PAR_W4213306338,SKG,PAR,22.534365,-52.882294
SKG_PAR_W4385565879,SKG,PAR,44.612064,17.291386
SKG_PAR_W4312299829,SKG,PAR,30.535707,0.15260759
SKG_PAR_W3152268000,SKG,PAR,-7.0228977,15.1124735
SKG_PAR_W4210457441,SKG,PAR,22.678635,-46.309704
SKG_PAR_W4385573003,SKG,PAR,49.28071,17.12756
SKG_PAR_W4281566573,SKG,PAR,6.863359,-38.413868
SKG_PAR_W3152884768,SKG,PAR,-17.473616,0.8483898
SKG_PAR_W4385572845,SKG,PAR,42.42105,17.2099
SKG_SA_W4385572845,SKG,SA,42.42105,17.2099
BLOG_SUM_W3185341429,BLOG,SUM,-5.878693,-15.619043
BLOG_MT_W2004481065,BLOG,MT,35.32179,-42.353466
NOVEL_MT_W2004481065,NOVEL,MT,35.32179,-42.353466
BLOG_MT_W4311263986,BLOG,MT,44.889812,-34.59436
BLOG_SUM_W4311263986,BLOG,SUM,44.889812,-34.59436
BLOG_PAR_W4313313935,BLOG,PAR,12.522564,-33.475624
SKG_PAR_W4303456980,SKG,PAR,24.124376,-25.432056
SKG_PAR_W4284962095,SKG,PAR,21.016977,-49.077534
SKG_PAR_W4385574286,SKG,PAR,47.28618,18.373428
SKG_NLI_W4296027312,SKG,NLI,-7.690638,0.31100914
SKG_NLI_W4200628723,SKG,NLI,12.347676,-16.154991
BLOG_MT_W3212516020,BLOG,MT,8.232291,4.982555
BLOG_SUM_W3212516020,BLOG,SUM,8.232221,4.982641
NOVEL_MT_W3212516020,NOVEL,MT,8.232273,4.982559
BLOG_DIA_W4306736955,BLOG,DIA,41.489628,-50.125935
BLOG_PAR_W3185341429,BLOG,PAR,-5.8787203,-15.618941
BLOG_QA_W3185341429,BLOG,QA,-5.8788,-15.618731
BLOG_SA_W3185341429,BLOG,SA,-5.878734,-15.618871
SKG_PAR_W4385572953,SKG,PAR,43.51317,16.726503
SKG_PAR_W3198599617,SKG,PAR,29.30326,-0.049282677
SKG_PAR_W3205717164,SKG,PAR,-2.0194628,35.818893
SKG_PAR_W3207553988,SKG,PAR,54.5389,22.78162
SKG_NLI_W4224291780,SKG,NLI,-0.7343661,-26.606192
SKG_PAR_W3213990450,SKG,PAR,5.6040053,20.695911
SKG_PAR_W3123221944,SKG,PAR,1.2883261,-15.9545
SKG_NLI_W3020975691,SKG,NLI,4.80194,-35.283882
SKG_PAR_W3020975691,SKG,PAR,4.8016553,-35.283115
SKG_SA_W3020975691,SKG,SA,4.8015156,-35.28374
BLOG_DIA_W4285140393,BLOG,DIA,5.5093656,-32.4488
BLOG_NLI_W4285140393,BLOG,NLI,5.5093656,-32.4488
BLOG_PAR_W4285140393,BLOG,PAR,5.509365,-32.448807
BLOG_SA_W4285140393,BLOG,SA,5.509365,-32.448807
BLOG_DIA_W4283583423,BLOG,DIA,13.933453,-64.44684
BLOG_DIA_W4287447353,BLOG,DIA,31.83041,-52.04894
BLOG_DIA_W4226343892,BLOG,DIA,19.655565,-65.395386
BLOG_MT_W1509527650,BLOG,MT,34.249557,-38.654167
NOVEL_MT_W1509527650,NOVEL,MT,34.249653,-38.65416
SKG_PAR_W4221153690,SKG,PAR,0.25546718,34.174835
SKG_SA_W4221153690,SKG,SA,0.25545448,34.17506
SKG_PAR_W4385573087,SKG,PAR,-2.2150326,23.252579
SKG_PAR_W4281286553,SKG,PAR,-2.248316,-23.567915
SKG_NLI_W4285225959,SKG,NLI,44.24599,17.874819
SKG_NLI_W4221166835,SKG,NLI,55.745724,21.040207
SKG_SA_W4221166835,SKG,SA,55.745724,21.040207
SKG_NLI_W4290876361,SKG,NLI,-15.177704,-14.899288
BLOG_MT_W4221143046,BLOG,MT,0.70310026,-40.334503
BLOG_MT_W4206841239,BLOG,MT,18.425564,-63.966858
BLOG_QA_W4206841239,BLOG,QA,18.425903,-63.96653
BLOG_SUM_W4206841239,BLOG,SUM,18.425903,-63.96654
BLOG_MT_W4220652963,BLOG,MT,3.2961404,-59.804035
BLOG_DIA_W4286697722,BLOG,DIA,10.512901,-43.754566
BLOG_DIA_W4296405185,BLOG,DIA,20.754427,-47.158787
BLOG_DIA_W4206408372,BLOG,DIA,10.44671,-63.776684
SKG_NLI_W4295854586,SKG,NLI,-12.316636,-44.76672
SKG_PAR_W4213025374,SKG,PAR,21.825104,9.695842
SKG_NLI_W4213199992,SKG,NLI,-6.739569,-11.978306
SKG_NLI_W4229073893,SKG,NLI,6.7312503,-63.778946
SKG_SA_W3156470785,SKG,SA,-6.2403655,-1.8704853
SKG_NLI_W4285105424,SKG,NLI,1.0162247,-48.878803
SKG_MT_W3199093552,SKG,MT,-50.71185,-7.359353
BLOG_SUM_W4283522546,BLOG,SUM,10.270623,-66.27868
BLOG_MT_W4212801432,BLOG,MT,7.401629,-65.72446
BLOG_SUM_W4212801432,BLOG,SUM,7.401629,-65.72446
BLOG_MT_W4224213039,BLOG,MT,30.853155,-59.268253
BLOG_SUM_W4224213039,BLOG,SUM,30.853155,-59.268177
BLOG_MT_W4224251997,BLOG,MT,16.028234,-67.33474
BLOG_SUM_W4224251997,BLOG,SUM,16.028244,-67.33436
BLOG_DIA_W4285797856,BLOG,DIA,38.50002,-30.139853
BLOG_SA_W4285797856,BLOG,SA,38.50002,-30.139853
SKG_NLI_W4286001073,SKG,NLI,2.9875364,-58.360157
SKG_NLI_W3203321135,SKG,NLI,5.124727,-12.2730255
SKG_PAR_W3203321135,SKG,PAR,5.124727,-12.2730255
SKG_NLI_W4307233260,SKG,NLI,41.66694,-48.95251
SKG_MT_W4309305948,SKG,MT,21.329138,-7.8738604
SKG_MT_W4220863497,SKG,MT,3.9487565,-45.89154
SKG_SUM_W4220863497,SKG,SUM,3.9488106,-45.89147
BLOG_MT_W4294992918,BLOG,MT,11.26493,-69.686386
BLOG_SUM_W4294992918,BLOG,SUM,11.26493,-69.686386
NOVEL_MT_W4294992918,NOVEL,MT,11.26493,-69.68639
BLOG_MT_W3001446396,BLOG,MT,41.59539,-50.1089
BLOG_MT_W4206608028,BLOG,MT,42.541046,-37.462914
BLOG_MT_W4210962045,BLOG,MT,16.654175,-69.55281
BLOG_SUM_W4210962045,BLOG,SUM,16.654175,-69.55281
BLOG_SUM_W4220652963,BLOG,SUM,3.296152,-59.80415
BLOG_MT_W4283522546,BLOG,MT,10.270623,-66.27868
BLOG_QA_W4283522546,BLOG,QA,10.270623,-66.27868
SKG_NLI_W4309811444,SKG,NLI,-48.169228,-10.434338
SKG_NLI_W4309306035,SKG,NLI,22.38106,-6.616007
SKG_NLI_W3156470785,SKG,NLI,-6.240566,-1.8706069
BLOG_QA_W4295951577,BLOG,QA,1.0856616,-53.763676
SKG_MT_W4283816760,SKG,MT,3.028944,-55.71403
SKG_MT_W4281763794,SKG,MT,9.198824,-0.47806725
SKG_SUM_W4281763794,SKG,SUM,9.198824,-0.47806725
SKG_MT_W3162090017,SKG,MT,39.175488,28.773699
SKG_NLI_W3162090017,SKG,NLI,39.175377,28.773718
SKG_SUM_W3162090017,SKG,SUM,39.17549,28.773712
SKG_MT_W4307135222,SKG,MT,-14.776923,-25.40406
SKG_NLI_W4307135222,SKG,NLI,-14.776953,-25.404554
SKG_SA_W4307135222,SKG,SA,-14.776834,-25.404215
SKG_MT_W3158304688,SKG,MT,-51.73583,-9.210717
SKG_MT_W3139434170,SKG,MT,-39.29081,0.4174925
SKG_MT_W4221166942,SKG,MT,-39.016663,1.9779932
SKG_NLI_W4221166942,SKG,NLI,-39.016575,1.9781215
SKG_QA_W4221166942,SKG,QA,-39.01659,1.9782027
SKG_MT_W4210747461,SKG,MT,-19.77895,-25.481525
BLOG_MT_W4283723802,BLOG,MT,18.257076,-66.51693
BLOG_QA_W4283723802,BLOG,QA,18.257076,-66.51693
BLOG_SUM_W4283723802,BLOG,SUM,18.257076,-66.51693
BLOG_NLI_W4224300633,BLOG,NLI,-1.129466,-41.584244
BLOG_QA_W4224300633,BLOG,QA,-1.1294781,-41.584187
BLOG_SUM_W4224300633,BLOG,SUM,-1.1293886,-41.58412
BLOG_NLI_W3137147200,BLOG,NLI,-13.428769,-21.54188
BLOG_QA_W3137147200,BLOG,QA,-13.429331,-21.542976
BLOG_SUM_W3137147200,BLOG,SUM,-13.429331,-21.542976
BLOG_MT_W4284693043,BLOG,MT,15.510986,-70.37944
BLOG_MT_W4210853074,BLOG,MT,6.7032194,-68.16167
BLOG_SUM_W4210853074,BLOG,SUM,6.7032194,-68.16167
BLOG_MT_W4223899585,BLOG,MT,16.182438,44.046154
BLOG_SUM_W4223899585,BLOG,SUM,16.182438,44.046154
BLOG_MT_W4295951577,BLOG,MT,1.0865917,-53.76299
BLOG_NLI_W4295951577,BLOG,NLI,1.0856616,-53.763676
SKG_NLI_W4308834893,SKG,NLI,22.643633,-7.185692
BLOG_NLI_W3176828726,BLOG,NLI,-15.598414,12.937157
