paper_id,year,semantic_novelty,structural_novelty,triple_count,cited_by_count,reference_count
SKG_PAR_90,2017,0.0714775323867797,0.6470588235294118,17.0,37,29
SKG_PAR_92,2017,0.0653026700019836,0.7456140350877193,114.0,29,39
SKG_PAR_95,2017,0.0569425821304321,0.773972602739726,146.0,25,25
SKG_PAR_105,2017,0.0698511004447937,0.7307692307692307,78.0,17,0
SKG_PAR_63,2017,0.0787785649299621,0.7476635514018691,107.0,17,23
SKG_PAR_65,2017,0.0561978220939636,0.725,40.0,4,23
SKG_PAR_72,2017,0.0613576769828796,0.7945945945945946,185.0,25,33
SKG_PAR_74,2017,0.0648325085639953,0.6590909090909091,44.0,1,40
SKG_PAR_75,2017,0.0796493291854858,0.7407407407407407,27.0,563,35
SKG_SA_131,2017,0.0377668142318725,0.0,197.0,839,46
SKG_SA_140,2017,0.0577894449234008,0.9230769230769232,39.0,16,13
SKG_SA_149,2017,0.0703272819519043,0.7431693989071039,183.0,172,47
SKG_SA_152,2017,0.0618047714233398,0.8113207547169812,53.0,41,28
SKG_MT_460,2017,0.0755549669265747,0.8363636363636363,55.0,29,24
SKG_MT_465,2017,0.063604712486267,0.8380952380952381,105.0,13,17
SKG_MT_872,2017,0.0478217005729675,0.7642276422764228,123.0,115,33
SKG_MT_873,2017,0.0553693771362304,0.7078651685393258,178.0,62,29
SKG_MT_475,2017,0.0608977079391479,0.5991379310344828,232.0,151,59
SKG_SA_100,2017,0.0487273931503295,0.6148648648648649,148.0,1,14
SKG_SA_253,2017,0.0652139782905578,0.8142857142857143,70.0,15,12
SKG_MT_861,2017,0.0573611259460449,0.7692307692307693,117.0,0,17
SKG_MT_870,2017,0.0483830571174621,0.6914893617021277,94.0,5,22
SKG_MT_494,2017,0.0611588358879089,0.6804123711340206,97.0,38,43
SKG_DIA_216,2017,0.0792999267578125,0.7830188679245284,106.0,765,61
SKG_DIA_228,2017,0.0589709281921386,0.7692307692307693,26.0,29,23
SKG_DIA_235,2017,0.0686556696891784,0.7157894736842105,95.0,25,19
SKG_DIA_251,2017,0.0614361763000488,0.8205128205128205,117.0,73,43
SKG_DIA_256,2017,0.0787237286567688,0.8387096774193549,31.0,50,31
SKG_SA_163,2017,0.0714482069015502,0.7555555555555555,45.0,46,52
SKG_SA_184,2017,0.0628646612167358,0.7849462365591398,93.0,3,10
SKG_SA_185,2017,0.0603128671646118,0.8235294117647058,34.0,7,8
SKG_MT_211,2017,0.0511229634284973,0.780952380952381,105.0,2,15
SKG_MT_216,2017,0.0494052171707153,0.5666666666666667,120.0,2,20
SKG_MT_1153,2017,0.0662688016891479,0.660377358490566,106.0,228,2
SKG_MT_1156,2017,0.0604248046875,0.6358695652173914,184.0,185,55
SKG_PAR_78,2017,0.0544532537460327,0.7804878048780488,82.0,7,18
SKG_PAR_28,2017,0.0714775323867797,0.8392857142857143,56.0,37,29
SKG_PAR_29,2017,0.0786922574043273,0.7931034482758621,58.0,23,28
SKG_PAR_44,2017,0.0536098480224609,0.7878787878787878,66.0,5,12
SKG_PAR_46,2017,0.0512486696243286,0.8125,16.0,10,26
SKG_PAR_57,2017,0.0610187649726867,0.7640449438202247,89.0,43,23
SKG_SA_258,2017,0.0749793052673339,0.9545454545454546,22.0,21,7
SKG_SA_261,2017,0.0500124096870422,0.8222222222222222,45.0,73,20
SKG_MT_497,2017,0.0568798780441284,0.6923076923076923,91.0,18,18
SKG_MT_842,2017,0.0610553622245788,0.7265625,128.0,5,21
SKG_MT_517,2017,0.0266424417495727,0.6950354609929078,141.0,49,16
SKG_MT_533,2017,0.0492851138114929,0.6,90.0,3,12
SKG_SA_227,2017,0.0743881464004516,0.53125,96.0,57,40
SKG_SA_228,2017,0.0485102534294128,0.8205128205128205,39.0,25,44
SKG_SA_247,2017,0.0567418336868286,0.7666666666666667,120.0,84,40
SKG_SA_249,2017,0.065258502960205,0.725925925925926,135.0,23,38
SKG_MT_819,2017,0.0516336560249328,0.7833333333333333,120.0,129,27
SKG_MT_781,2017,0.0582726597785949,0.7010869565217391,184.0,220,24
SKG_SA_353,2017,0.0658761262893676,0.7421383647798742,159.0,113,48
SKG_SA_364,2017,0.0836442708969116,0.8194444444444444,72.0,27,43
SKG_SA_370,2017,0.0804530382156372,0.5,10.0,18,13
SKG_SA_316,2017,0.0567535161972045,0.6911764705882353,68.0,17,16
SKG_SA_319,2017,0.0585948824882507,0.8620689655172413,29.0,11,19
SKG_SA_331,2017,0.0587102770805358,0.75177304964539,141.0,25,25
SKG_DIA_162,2017,0.0744436383247375,0.7635135135135135,148.0,51,29
SKG_DIA_167,2017,0.0714602470397949,0.6571428571428571,70.0,12,15
SKG_SA_289,2017,0.059229552745819,0.8346774193548387,248.0,12,46
SKG_SA_305,2017,0.0836753845214843,0.8333333333333334,30.0,30,17
SKG_MT_1222,2017,0.058487594127655,0.86,50.0,0,30
SKG_MT_1189,2017,0.0625936388969421,0.7364864864864865,148.0,1,21
SKG_MT_203,2017,0.0459111928939819,0.7686567164179104,134.0,18,47
SKG_PAR_18,2017,0.0615094304084777,0.7297297297297297,37.0,22,26
SKG_NLI_2,2017,0.0864670872688293,0.7734806629834254,181.0,2051,48
SKG_MT_1444,2017,0.049380600452423,0.7604166666666666,96.0,60,30
SKG_MT_1451,2017,0.0536209344863891,0.6940298507462687,134.0,13,28
SKG_MT_1466,2017,0.0665485262870788,0.8387096774193549,31.0,55,47
SKG_MT_1467,2017,0.0536149144172668,0.6335078534031413,191.0,39,23
SKG_MT_1432,2017,0.0575386881828308,0.7303370786516854,89.0,147,35
SKG_MT_1416,2017,0.0509597659111022,0.7483870967741936,155.0,105,36
SKG_MT_25,2017,0.0583981275558471,0.6782608695652174,115.0,1,29
SKG_SA_419,2017,0.0627272725105285,0.8703703703703703,162.0,157,41
SKG_SA_421,2017,0.0642417669296264,0.88,25.0,10,14
SKG_MT_546,2017,0.0569879412651062,0.8026315789473685,76.0,7,14
SKG_MT_549,2017,0.0553848147392272,0.7647058823529411,34.0,8,16
SKG_MT_767,2017,0.0586376190185546,0.7566137566137566,189.0,59,24
SKG_DIA_108,2017,0.0702824592590332,0.8095238095238095,126.0,153,68
SKG_SA_390,2017,0.0640894174575805,0.7407407407407407,108.0,22,13
SKG_SA_391,2017,0.0850166082382202,1.0,4.0,65,40
SKG_DIA_146,2017,0.0888635516166687,0.9454545454545454,55.0,16,29
SKG_SA_465,2017,0.0674365758895874,0.7637795275590551,127.0,21,24
SKG_SA_466,2017,0.0810993909835815,0.7368421052631579,57.0,19,27
SKG_SA_475,2017,0.0565590858459472,0.3111111111111111,45.0,3,34
SKG_SA_495,2017,0.0569700002670288,0.7738095238095238,168.0,1012,28
SKG_DIA_78,2017,0.0560938715934753,0.7313432835820896,67.0,24,40
SKG_DIA_87,2017,0.0870581865310669,0.7758620689655172,116.0,19,0
SKG_MT_747,2017,0.0618546605110168,0.7244094488188977,127.0,78,40
SKG_MT_758,2017,0.0558186769485473,0.7886178861788617,123.0,13,39
SKG_MT_729,2017,0.0646879076957702,0.825,80.0,3,26
SKG_SA_447,2017,0.0669893026351928,0.7698412698412699,126.0,17,61
SKG_SA_404,2017,0.0613496899604797,0.84375,32.0,1,12
SKG_SA_406,2017,0.0551584362983703,0.7222222222222222,198.0,85,58
SKG_MT_737,2017,0.0455307960510253,0.0,180.0,60,54
SKG_MT_605,2017,0.0618546605110168,0.7182320441988951,181.0,78,40
SKG_MT_610,2017,0.0566932559013366,0.6607142857142857,112.0,124,33
SKG_MT_695,2017,0.0584565997123718,0.7545454545454545,110.0,460,36
SKG_DIA_31,2017,0.0804551243782043,0.9310344827586208,29.0,36,15
SKG_DIA_46,2017,0.0826376676559448,0.8513513513513513,74.0,9,62
SKG_SA_506,2017,0.0587779283523559,0.7526881720430108,93.0,246,32
SKG_SA_510,2017,0.0638157129287719,0.6666666666666666,24.0,98,40
SKG_SA_511,2017,0.0557830929756164,0.7368421052631579,152.0,36,12
SKG_SA_520,2017,0.0581473112106323,0.7933333333333333,150.0,0,6
SKG_DIA_57,2017,0.0332334637641906,0.84375,32.0,17,22
SKG_DIA_68,2017,0.0723077654838562,0.8405797101449275,138.0,9,23
SKG_MT_31,2017,0.0466148257255554,1.0,4.0,101,44
SKG_MT_1366,2017,0.1498951911926269,0.8333333333333334,78.0,276,53
SKG_MT_1370,2017,0.0643843412399292,0.6148648648648649,148.0,1,15
SKG_MT_1387,2017,0.0550404787063598,0.7087378640776699,103.0,109,43
SKG_MT_38,2017,0.0533744096755981,0.5441176470588235,68.0,1,28
SKG_MT_1239,2017,0.0552152395248413,0.6766467065868264,167.0,10,19
SKG_MT_151,2017,0.0584152936935424,0.7543859649122807,57.0,0,14
SKG_MT_168,2017,0.0559924244880676,0.751412429378531,177.0,53,37
SKG_MT_53,2017,0.0638843774795532,0.7961783439490446,157.0,19,51
SKG_MT_1359,2017,0.0614559054374694,0.746031746031746,126.0,17,28
SKG_MT_62,2017,0.0640551447868347,0.7777777777777778,99.0,110,37
SKG_MT_66,2017,0.0782610177993774,0.7329192546583851,161.0,11,44
SKG_SUM_109,2017,0.0606573224067688,0.8723404255319149,47.0,60,26
SKG_SUM_113,2017,0.0560320019721984,0.7885714285714286,175.0,248,52
SKG_SUM_86,2017,0.080826461315155,0.6458333333333334,48.0,72,34
SKG_MT_665,2017,0.0571067929267883,0.6751592356687898,157.0,127,36
SKG_MT_1087,2018,0.0486869812011718,0.5714285714285714,154.0,85,28
SKG_MT_223,2018,0.0262468457221984,0.6176470588235294,34.0,18,28
SKG_MT_240,2018,0.0767024755477905,0.7027027027027027,74.0,81,16
SKG_MT_1113,2018,0.0230910181999206,0.7039473684210527,152.0,49,43
SKG_MT_1195,2018,0.0737568140029907,0.9,20.0,41,44
SKG_MT_1102,2018,0.0607262849807739,0.8131868131868132,91.0,53,22
SKG_MT_1106,2018,0.0501702427864074,0.6976744186046512,172.0,33,32
SKG_MT_1107,2018,0.0702701807022094,0.6,110.0,18,57
SKG_MT_1109,2018,0.0547110438346862,0.71875,192.0,139,25
SKG_MT_1110,2018,0.0605313181877136,0.8360655737704918,61.0,79,33
SKG_MT_281,2018,0.0550298690795898,0.7291666666666666,96.0,304,29
SKG_MT_293,2018,0.0664335489273071,0.6299212598425197,127.0,81,34
SKG_MT_1058,2018,0.0635887384414672,0.6464646464646465,99.0,2,10
SKG_MT_1223,2018,0.053863525390625,0.7040816326530612,98.0,143,34
SKG_MT_183,2018,0.05005943775177,0.6296296296296297,81.0,19,18
SKG_MT_195,2018,0.056049644947052,0.6766917293233082,133.0,91,36
SKG_SUM_120,2018,0.0560752749443054,0.8035714285714286,168.0,25,56
SKG_SUM_122,2018,0.0622552633285522,0.6931818181818182,176.0,39,38
SKG_SUM_163,2018,0.0285834074020385,0.6923076923076923,143.0,37,32
SKG_SUM_164,2018,0.0570108294486999,0.725,160.0,94,45
SKG_SUM_165,2018,0.0585851669311523,0.72,50.0,67,24
SKG_SUM_167,2018,0.0577901601791381,0.8119266055045872,218.0,607,67
SKG_SUM_132,2018,0.0673883557319641,0.7833333333333333,60.0,27,28
SKG_SUM_133,2018,0.0575066804885864,0.7731958762886598,97.0,13,49
SKG_SUM_141,2018,0.0638870000839233,0.7756410256410257,156.0,224,30
SKG_SUM_158,2018,0.0788185000419616,0.8205128205128205,39.0,98,35
SKG_MT_669,2018,0.0549722909927368,0.7152317880794702,151.0,91,37
SKG_MT_672,2018,0.0472344160079956,0.6788990825688074,109.0,24,37
SKG_MT_684,2018,0.0808420181274414,0.6545454545454545,55.0,3,15
SKG_MT_691,2018,0.0627070665359497,0.7,180.0,14,25
SKG_SUM_218,2018,0.0653148889541626,0.6057692307692307,208.0,66,28
SKG_SUM_179,2018,0.0617706179618835,0.696078431372549,102.0,43,36
SKG_SA_551,2018,0.0512067675590515,0.8404255319148937,94.0,93,21
SKG_SA_552,2018,0.0569468736648559,0.7093023255813954,172.0,53,28
SKG_SA_558,2018,0.1005111932754516,0.8235294117647058,34.0,4,12
SKG_SA_584,2018,0.0569565892219543,0.5679012345679012,81.0,58,26
SKG_SA_585,2018,0.0604947209358215,0.7058823529411765,102.0,61,35
SKG_SA_602,2018,0.0582591891288757,0.7361963190184049,163.0,499,42
SKG_MT_733,2018,0.0514771342277526,0.7025316455696202,158.0,2,24
SKG_MT_734,2018,0.0562998056411743,0.7012195121951219,164.0,34,41
SKG_MT_735,2018,0.0625678896903991,0.7748344370860927,151.0,29,40
SKG_MT_587,2018,0.0610125660896301,0.8414634146341463,82.0,7,3
SKG_MT_589,2018,0.0532123446464538,0.7857142857142857,42.0,7,24
SKG_MT_604,2018,0.053221046924591,0.7407407407407407,27.0,37,27
SKG_MT_701,2018,0.0231260061264038,0.7272727272727273,66.0,116,32
SKG_SA_629,2018,0.0564713478088378,0.8064516129032258,31.0,2,36
SKG_SA_631,2018,0.0707348585128784,0.711340206185567,97.0,2,28
SKG_SA_632,2018,0.0724129676818847,0.84,100.0,25,21
SKG_SA_488,2018,0.0254728198051452,0.7933333333333333,150.0,198,33
SKG_DIA_77,2018,0.0727869272232055,0.752,125.0,74,34
SKG_DIA_89,2018,0.0620092153549194,0.6820512820512821,195.0,14,22
SKG_SA_503,2018,0.0661379694938659,0.7823834196891192,193.0,70,44
SKG_DIA_54,2018,0.0279135704040527,0.6587301587301587,126.0,53,32
SKG_DIA_58,2018,0.0248470306396484,0.8013698630136986,146.0,150,41
SKG_MT_575,2018,0.0623801946640014,0.7368421052631579,95.0,29,26
SKG_MT_745,2018,0.0593061447143554,0.7233201581027668,253.0,15,52
SKG_MT_754,2018,0.0540729761123657,0.6438356164383562,73.0,157,49
SKG_MT_757,2018,0.0473546981811523,0.7466666666666667,150.0,143,33
SKG_MT_717,2018,0.0244251489639282,0.5918367346938775,98.0,323,31
SKG_SA_547,2018,0.0558875799179077,0.6886792452830188,106.0,219,38
SKG_DIA_32,2018,0.0681338310241699,0.734375,192.0,14,29
SKG_DIA_34,2018,0.0696220397949218,0.7288135593220338,118.0,233,44
SKG_SA_496,2018,0.0559199452400207,0.75,188.0,12,26
SKG_SA_549,2018,0.0491789579391479,0.7971014492753623,138.0,27,43
SKG_DIA_166,2018,0.297610878944397,0.7430555555555556,144.0,350,37
SKG_DIA_173,2018,0.0709081888198852,0.7848101265822784,79.0,8,14
SKG_SA_367,2018,0.0660578608512878,0.7959183673469388,245.0,9,35
SKG_SA_314,2018,0.0617626905441284,0.7011494252873564,87.0,40,32
SKG_SA_381,2018,0.0673826932907104,0.6770833333333334,96.0,21,23
SKG_DIA_127,2018,0.064548373222351,0.6974358974358974,195.0,0,35
SKG_DIA_128,2018,0.025901436805725,0.7910447761194029,67.0,1157,34
SKG_DIA_137,2018,0.0710358619689941,0.7401574803149606,127.0,128,38
SKG_DIA_141,2018,0.0524235963821411,0.6407766990291263,103.0,38,29
SKG_DIA_120,2018,0.0586148500442504,0.7956989247311828,93.0,181,28
SKG_MT_764,2018,0.1171695590019226,0.8,60.0,6,21
SKG_MT_777,2018,0.0652765035629272,0.7872340425531915,94.0,315,51
SKG_MT_566,2018,0.0528351068496704,0.7894736842105263,114.0,25,35
SKG_SA_459,2018,0.0592552423477172,0.6341463414634146,82.0,15,22
SKG_SA_411,2018,0.0243816375732421,0.7578947368421053,190.0,49,50
SKG_SA_487,2018,0.0523115396499633,0.7304964539007093,141.0,71,31
SKG_SA_194,2018,0.0872275233268737,0.6884057971014492,138.0,185,27
SKG_SA_199,2018,0.0567063093185424,0.7463414634146341,205.0,60,41
SKG_SA_274,2018,0.0570535659790039,0.7282608695652174,92.0,73,25
SKG_SA_282,2018,0.0549088716506958,0.7323943661971831,71.0,8,7
SKG_DIA_179,2018,0.0691795349121093,0.8333333333333334,30.0,39,45
SKG_MT_799,2018,0.0489270091056823,0.5979381443298969,97.0,20,27
SKG_MT_807,2018,0.0722196698188781,0.6744186046511628,43.0,80,28
SKG_MT_540,2018,0.070705235004425,0.7818181818181819,55.0,117,11
SKG_MT_558,2018,0.023106575012207,0.6526315789473685,190.0,31,20
SKG_MT_559,2018,0.0816141366958618,0.7058823529411765,68.0,4,39
SKG_MT_759,2018,0.0610468983650207,0.7470588235294118,170.0,15,17
SKG_SA_324,2018,0.0776227116584777,0.8207547169811321,106.0,31,20
SKG_SA_326,2018,0.0511959195137023,0.796875,192.0,24,49
SKG_SA_327,2018,0.053869605064392,0.7636986301369864,292.0,38,29
SKG_DIA_156,2018,0.0274900197982788,0.6481481481481481,54.0,197,23
SKG_DIA_160,2018,0.0589068531990051,0.7386363636363636,88.0,20,78
SKG_SA_179,2018,0.0634446144104003,0.7569060773480663,181.0,176,31
SKG_SA_188,2018,0.0607906579971313,0.7111111111111111,45.0,13,21
SKG_SA_203,2018,0.1485998034477234,0.7986111111111112,144.0,46,55
SKG_SA_222,2018,0.0576215982437133,0.7593984962406015,133.0,32,41
SKG_DIA_238,2018,0.0234893560409545,0.65,40.0,143,25
SKG_DIA_243,2018,0.0618228912353515,0.8199052132701422,211.0,31,69
SKG_MT_532,2018,0.0220691561698913,0.6293706293706294,143.0,27,41
SKG_MT_818,2018,0.0537971258163452,0.656441717791411,163.0,232,41
SKG_MT_821,2018,0.0828038454055786,0.7551020408163265,98.0,70,25
SKG_MT_822,2018,0.0491584539413452,0.7045454545454546,88.0,344,23
SKG_MT_825,2018,0.0597769618034362,0.7794117647058824,204.0,9,31
SKG_MT_791,2018,0.0488594770431518,0.5909090909090909,110.0,57,31
SKG_SA_248,2018,0.0732385516166687,0.8026315789473685,152.0,4,28
SKG_SA_256,2018,0.055230438709259,0.8130081300813008,123.0,8,20
SKG_DIA_219,2018,0.0629199743270874,0.7714285714285715,175.0,441,61
SKG_DIA_222,2018,0.0575847625732421,0.6041666666666666,96.0,76,38
SKG_DIA_287,2018,0.139168381690979,1.0,6.0,155,20
SKG_SA_90,2018,0.0552595257759094,0.6492146596858639,191.0,8,28
SKG_SA_105,2018,0.0742136240005493,0.776595744680851,94.0,15,17
SKG_SA_106,2018,0.0660320520401001,0.7222222222222222,144.0,0,27
SKG_SA_117,2018,0.0610942840576171,0.7433628318584071,113.0,195,34
SKG_SA_144,2018,0.0608984231948852,0.7454545454545455,55.0,130,19
SKG_DIA_259,2018,0.0726561546325683,0.7867647058823529,136.0,184,47
SKG_MT_507,2018,0.058943748474121,0.6875,112.0,16,41
SKG_MT_831,2018,0.0653697848320007,0.7073170731707317,246.0,178,54
SKG_MT_516,2018,0.0815285444259643,0.75,4.0,1,0
SKG_SA_153,2018,0.0628719329833984,0.7659574468085106,141.0,189,52
SKG_SA_155,2018,0.0713102221488952,1.0,9.0,379,38
SKG_SA_162,2018,0.053953468799591,0.6853932584269663,89.0,5,24
SKG_SA_169,2018,0.0514932870864868,0.6692913385826772,127.0,9,24
SKG_SA_172,2018,0.0523294210433959,0.8333333333333334,48.0,622,43
SKG_SA_176,2018,0.072636604309082,0.6590909090909091,44.0,3,17
SKG_SA_10,2018,0.0500036478042602,0.6318681318681318,364.0,93,22
SKG_SA_18,2018,0.0554487109184265,0.6982758620689655,116.0,2,15
SKG_DIA_316,2018,0.0775412321090698,0.9285714285714286,14.0,22,9
SKG_SA_28,2018,0.0696295499801635,0.7066666666666667,75.0,35,22
SKG_SA_31,2018,0.0652874112129211,0.7462121212121212,264.0,513,25
SKG_SA_46,2018,0.0579445958137512,0.8087431693989071,183.0,54,44
SKG_SA_51,2018,0.0664698481559753,0.7401574803149606,127.0,76,46
SKG_SA_1,2018,0.0661247372627258,0.6820987654320988,324.0,36,35
SKG_MT_855,2018,0.0680834650993347,0.7288135593220338,59.0,9,28
SKG_MT_862,2018,0.0681022405624389,0.7818181818181819,55.0,84,37
SKG_MT_502,2018,0.0625691413879394,0.6304347826086957,92.0,31,63
SKG_MT_505,2018,0.0784592628479003,0.6089743589743589,156.0,33,25
SKG_SA_64,2018,0.0231775045394897,0.6352941176470588,85.0,56,22
SKG_SA_76,2018,0.0557592511177063,0.6530612244897959,98.0,6,30
SKG_DIA_280,2018,0.0673540234565734,0.8608695652173913,115.0,62,59
SKG_DIA_285,2018,0.0678526759147644,0.7719298245614035,57.0,149,30
SKG_QA_348,2018,0.052308440208435,0.7638888888888888,144.0,169,43
SKG_QA_353,2018,0.0656777620315551,0.8354430379746836,158.0,164,47
SKG_QA_354,2018,0.0563130378723144,0.6142857142857143,70.0,12,20
SKG_QA_367,2018,0.0254712104797363,0.7,80.0,52,46
SKG_QA_389,2018,0.0593305826187133,0.7672413793103449,116.0,67,39
SKG_QA_394,2018,0.0619128346443176,0.7687861271676301,173.0,156,33
SKG_QA_415,2018,0.0242602229118347,0.7166666666666667,120.0,35,41
SKG_QA_426,2018,0.049179196357727,0.0,138.0,27,43
SKG_QA_450,2018,0.0587564706802368,0.7333333333333333,165.0,17,56
SKG_QA_476,2018,0.0596648454666137,0.6444444444444445,135.0,297,36
SKG_QA_483,2018,0.0236616134643554,0.7128712871287128,101.0,87,48
SKG_QA_432,2018,0.0659858584403991,0.7388059701492538,134.0,4,20
SKG_MT_472,2018,0.0551912188529968,0.7567567567567568,111.0,43,24
SKG_MT_473,2018,0.0630871057510376,0.7653061224489796,98.0,13,67
SKG_QA_490,2018,0.0581260919570922,0.7142857142857143,14.0,90,22
SKG_DIA_1,2018,0.0669587850570678,0.5862068965517241,58.0,211,11
SKG_QA_248,2018,0.050413966178894,0.8080808080808081,99.0,1,16
SKG_QA_294,2018,0.0311861038208007,0.7842105263157895,190.0,18,35
SKG_QA_254,2018,0.0265366435050964,0.7653631284916201,179.0,19,36
SKG_QA_321,2018,0.0626722574234008,0.6805555555555556,72.0,28,20
SKG_QA_322,2018,0.0232940912246704,0.6692913385826772,127.0,108,24
SKG_QA_364,2018,0.0613622665405273,0.77,100.0,17,56
SKG_MT_909,2018,0.0236357450485229,0.5445544554455446,101.0,162,40
SKG_MT_916,2018,0.0763572454452514,0.7277227722772277,202.0,119,41
SKG_MT_920,2018,0.0437417030334472,0.4878048780487805,123.0,28,18
SKG_MT_925,2018,0.0692006349563598,0.6538461538461539,52.0,80,28
SKG_MT_452,2018,0.0759731531143188,0.7948717948717948,39.0,5,18
SKG_QA_380,2018,0.0604780316352844,0.7215189873417721,79.0,27,47
SKG_QA_381,2018,0.0585371851921081,0.722972972972973,148.0,11,24
SKG_QA_382,2018,0.0637127757072448,0.6530612244897959,147.0,56,28
SKG_QA_384,2018,0.0271132588386535,0.6968085106382979,188.0,73,70
SKG_QA_343,2018,0.0613163113594055,0.782608695652174,92.0,310,41
SKG_QA_127,2018,0.0712717771530151,0.7222222222222222,90.0,2,26
SKG_QA_133,2018,0.0610826611518859,0.8396946564885496,131.0,101,25
SKG_QA_136,2018,0.0781784057617187,0.8108108108108109,74.0,515,51
SKG_QA_202,2018,0.0478773117065429,0.7432432432432432,148.0,3,34
SKG_QA_212,2018,0.0635682940483093,0.6944444444444444,180.0,59,55
SKG_QA_220,2018,0.0629070401191711,0.8857142857142857,105.0,31,40
SKG_QA_176,2018,0.0699844360351562,0.6237623762376238,101.0,194,23
SKG_QA_177,2018,0.0645495653152465,0.7605633802816901,71.0,43,47
SKG_MT_952,2018,0.0507676005363464,0.686046511627907,172.0,257,30
SKG_MT_425,2018,0.0672335624694824,0.79,100.0,37,33
SKG_MT_432,2018,0.0215673446655273,0.76,250.0,36,29
SKG_QA_271,2018,0.0644828677177429,0.7,60.0,67,49
SKG_QA_224,2018,0.0548874735832214,0.7272727272727273,110.0,1433,21
SKG_QA_229,2018,0.0581260919570922,0.819672131147541,61.0,90,22
SKG_QA_230,2018,0.0255038142204284,0.8020833333333334,96.0,158,19
SKG_QA_243,2018,0.0654644966125488,0.7468354430379747,158.0,67,31
SKG_PAR_222,2018,0.0740565061569213,0.82,100.0,51,40
SKG_PAR_225,2018,0.054312527179718,0.7966101694915254,236.0,10,34
SKG_QA_38,2018,0.0698308944702148,0.636986301369863,146.0,165,31
SKG_QA_40,2018,0.0599530935287475,0.7927927927927928,111.0,41,24
SKG_QA_36,2018,0.0773028135299682,0.8014705882352942,136.0,25,13
SKG_QA_60,2018,0.0681339502334594,0.0,192.0,14,29
SKG_QA_71,2018,0.0540083050727844,0.803921568627451,51.0,432,58
SKG_QA_72,2018,0.0518556833267211,0.788135593220339,118.0,147,46
SKG_QA_87,2018,0.0525358915328979,0.7165775401069518,187.0,70,0
SKG_MT_393,2018,0.080459713935852,0.8235294117647058,119.0,16,29
SKG_MT_403,2018,0.0749696493148803,0.7722772277227723,101.0,4,16
SKG_MT_412,2018,0.0579277276992797,0.7189542483660131,153.0,15,40
SKG_MT_941,2018,0.0692006349563598,0.7727272727272727,22.0,80,28
SKG_QA_166,2018,0.0720270872116088,0.8426966292134831,178.0,24,33
SKG_QA_169,2018,0.0630871057510376,0.0,98.0,13,67
SKG_QA_124,2018,0.0553435087203979,0.6666666666666666,69.0,3,19
SKG_PAR_99,2018,0.0609222650527954,0.6829268292682927,41.0,1,13
SKG_PAR_102,2018,0.0683029294013977,0.7802197802197802,91.0,2,24
SKG_PAR_68,2018,0.021985650062561,0.6851851851851852,216.0,11,54
SKG_PAR_168,2018,0.0592253804206848,0.8067226890756303,119.0,5,52
SKG_PAR_114,2018,0.0533612370491027,0.7455357142857143,224.0,21,18
SKG_PAR_117,2018,0.0611727833747863,0.7094594594594594,148.0,4,51
SKG_PAR_151,2018,0.0850566625595092,0.7796610169491526,118.0,98,67
SKG_PAR_152,2018,0.0599039196968078,0.7202797202797203,143.0,20,47
SKG_PAR_155,2018,0.0569654703140258,0.8181818181818182,33.0,66,36
SKG_PAR_161,2018,0.0545277595520019,0.6879432624113475,141.0,7,27
SKG_MT_991,2018,0.0639064908027648,0.7,140.0,15,23
SKG_MT_374,2018,0.0919731855392456,0.7828571428571428,175.0,324,31
SKG_MT_380,2018,0.0617523193359375,0.7278481012658228,158.0,33,36
SKG_PAR_191,2018,0.0667319297790527,0.6896551724137931,116.0,68,51
SKG_PAR_192,2018,0.0534032583236694,0.7397959183673469,196.0,50,52
SKG_PAR_214,2018,0.0462015271186828,0.7383177570093458,107.0,105,19
SKG_NLI_10,2018,0.0475957989692688,0.6691176470588235,136.0,17,13
SKG_NLI_12,2018,0.0757628679275512,0.7267080745341615,161.0,272,74
SKG_PAR_0,2018,0.0219297409057617,0.6557377049180327,61.0,54,58
SKG_MT_1443,2018,0.064427375793457,0.6944444444444444,72.0,2,4
SKG_PAR_4,2018,0.0448681712150573,0.75,136.0,483,19
SKG_PAR_38,2018,0.0623161196708679,0.8444444444444444,90.0,16,45
SKG_PAR_39,2018,0.0303448438644409,0.6666666666666666,141.0,75,69
SKG_PAR_42,2018,0.0683304667472839,0.7796610169491526,118.0,370,54
SKG_PAR_76,2018,0.0710464715957641,0.7764705882352941,85.0,2,30
SKG_MT_1020,2018,0.0545655488967895,0.6057692307692307,104.0,36,37
SKG_MT_1026,2018,0.0532209277153015,0.7153284671532847,137.0,37,27
SKG_MT_364,2018,0.068652331829071,0.7272727272727273,66.0,15,1
SKG_MT_985,2018,0.0605314373970031,0.6916666666666667,120.0,79,33
SKG_PAR_86,2018,0.0575979351997375,0.794425087108014,287.0,270,23
SKG_PAR_88,2018,0.0286450386047363,0.6821705426356589,129.0,45,38
SKG_PAR_93,2018,0.0646592378616333,0.7454545454545455,55.0,10,37
SKG_MT_1140,2018,0.0254728198051452,0.0,150.0,198,33
SKG_MT_1355,2018,0.0627824664115905,0.7654320987654321,81.0,196,31
SKG_MT_1369,2018,0.0286191701889038,0.7685185185185185,216.0,241,35
SKG_MT_1372,2018,0.0769920349121093,0.7608695652173914,46.0,5,34
SKG_MT_1402,2018,0.0579198002815246,0.7191011235955056,89.0,14,6
SKG_MT_1417,2018,0.0507391691207885,0.7090909090909091,110.0,36,31
