global_paper_id,local_paper_id,title,domain,split,score,method
SKG_MT_1003,1003,On-line Language Model Biasing for Statistical Machine Translation,MT,SKG,0.6030898106056449,tfidf
SKG_MT_1004,1004,QUality Estimation from ScraTCH (QUETCH) Deep Learning for Word-level Translation Quality Estimation,MT,SKG,0.74099617514259,tfidf
SKG_MT_1008,1008,Direct Segmentation Models for Streaming Speech Translation,MT,SKG,0.6777048320464725,tfidf
SKG_MT_1009,1009,Treebank Translation for Cross-Lingual Parser Induction,MT,SKG,0.5410785849084707,tfidf
SKG_MT_1011,1011,Lattice Transformer for Speech Translation,MT,SKG,0.673868090684654,tfidf
SKG_MT_1012,1012,Bi-Directional Differentiable Input Reconstruction for Low-Resource Neural Machine Translation,MT,SKG,0.5099347844561087,tfidf
SKG_MT_1013,1013,Predicting Target Language CCG Supertags Improves Neural Machine Translation,MT,SKG,0.725883917344007,tfidf
SKG_MT_1014,1014,On the Limitations of Cross-lingual Encoders as Exposed by Reference-Free Machine Translation Evaluation,MT,SKG,0.5309218845716148,tfidf
SKG_MT_1015,1015,Diving Deep into Context-Aware Neural Machine Translation,MT,SKG,0.6030498660120586,tfidf
SKG_MT_1016,1016,Incorporating Source Syntax into Transformer-Based Neural Machine Translation,MT,SKG,0.7221133295799497,tfidf
SKG_MT_1018,1018,Fixed Encoder Self-Attention Patterns in Transformer-Based Machine Translation,MT,SKG,0.6934077421958089,tfidf
SKG_MT_1020,1020,Greedy Search with Probabilistic N-gram Matching for Neural Machine Translation,MT,SKG,0.6442631189700776,tfidf
SKG_MT_1021,1021,Incorporate Semantic Structures into Machine Translation Evaluation via UCCA,MT,SKG,0.6311566681412446,tfidf
SKG_MT_1022,1022,Improving Neural Machine Translation Robustness via Data Augmentation Beyond Back-Translation,MT,SKG,0.6827768464748502,tfidf
SKG_MT_1024,1024,Bayesian Word Alignment for Statistical Machine Translation,MT,SKG,0.6941152791828155,tfidf
SKG_MT_1026,1026,Subword Regularization Improving Neural Network Translation Models with Multiple Subword Candidates,MT,SKG,0.8263555157661697,tfidf
SKG_MT_1028,1028,Neural Fuzzy Repair Integrating Fuzzy Matches into Neural Machine Translation,MT,SKG,0.826873221349162,tfidf
SKG_MT_1029,1029,Insertion Position Selection Model for Flexible Non-Terminals in Dependency Tree-to-Tree Machine Translation,MT,SKG,0.5245891497611443,tfidf
SKG_MT_1030,1030,The RWTH Aachen German-English Machine Translation System for WMT 2014,MT,SKG,0.5693650852125411,tfidf
SKG_MT_1031,1031,Competence-based Curriculum Learning for Neural Machine Translation,MT,SKG,0.7103162577837308,tfidf
SKG_MT_1032,1032,Spelling Correction of User Search Queries through Statistical Machine Translation,MT,SKG,0.5079362945568812,tfidf
SKG_MT_1034,1034,Predicting Translation Performance with Referential Translation Machines,MT,SKG,0.5112706488630074,tfidf
SKG_MT_1035,1035,The Karlsruhe Institute of Technology Translation Systems for the WMT 2015,MT,SKG,0.6741028181904858,tfidf
SKG_MT_1036,1036,Bilingual Word Embeddings for Phrase-Based Machine Translation,MT,SKG,0.524837162433633,tfidf
SKG_MT_1037,1037,The RWTH Aachen University English-German and German-English Machine Translation System for WMT 2017,MT,SKG,0.5805772723936278,tfidf
SKG_MT_1038,1038,Encoding Gated Translation Memory into Neural Machine Translation,MT,SKG,0.5838296775361913,tfidf
SKG_MT_1040,1040,Improving Massively Multilingual Neural Machine Translation and Zero-Shot Translation,MT,SKG,0.6255823045840104,tfidf
SKG_MT_1041,1041,Training and Inference Methods for High-Coverage Neural Machine Translation,MT,SKG,0.5758750047945735,tfidf
SKG_MT_1043,1043,Bridging the Gap between Training and Inference for Neural Machine Translation,MT,SKG,0.7005001298105926,tfidf
SKG_MT_1044,1044,Priming Neural Machine Translation,MT,SKG,0.576354214052644,tfidf
SKG_MT_1045,1045,UGENT-LT3 SCATE System for Machine Translation Quality Estimation,MT,SKG,0.5833350357028434,tfidf
SKG_MT_1046,1046,Bilingual Sentiment Consistency for Statistical Machine Translation,MT,SKG,0.6925022370409173,tfidf
SKG_MT_1048,1048,Feature Decay Algorithms for Fast Deployment of Accurate Statistical Machine Translation Systems,MT,SKG,0.841761850600522,tfidf
SKG_MT_1049,1049,Forest-Based Neural Machine Translation,MT,SKG,0.7756783423635223,tfidf
SKG_MT_1051,1051,Multi-Unit Transformers for Neural Machine Translation,MT,SKG,0.8551032181273138,tfidf
SKG_MT_1053,1053,Optimizing Segmentation Strategies for Simultaneous Speech Translation,MT,SKG,0.683270663506292,tfidf
SKG_MT_1054,1054,Encoding Gated Translation Memory into Neural Machine Translation,MT,SKG,0.8232307831482597,tfidf
SKG_MT_1055,1055,Unbabel’s Participation in the WMT17 Translation Quality Estimation Shared Task,MT,SKG,0.6152823882431968,tfidf
SKG_MT_1056,1056,Learning to Translate in Real-time with Neural Machine Translation,MT,SKG,0.5421921847129186,tfidf
SKG_MT_1058,1058,Learning from Chunk-based Feedback in Neural Machine Translation,MT,SKG,0.7103019468609745,tfidf
SKG_MT_1060,1060,The IIT Bombay Hindi-English Translation System at WMT 2014,MT,SKG,0.5490850810147333,tfidf
SKG_MT_1061,1061,DBMS-KU Interpolation for WMT19 News Translation Task,MT,SKG,0.8503402518569594,tfidf
SKG_MT_1062,1062,Tree Kernels for Machine Translation Quality Estimation,MT,SKG,0.7853452033345575,tfidf
SKG_MT_1063,1063,Memory-augmented Neural Machine Translation,MT,SKG,0.5888236821714669,tfidf
SKG_MT_1065,1065,Character-Based Pivot Translation for Under-Resourced Languages and Domains,MT,SKG,0.6612533160423998,tfidf
SKG_MT_1066,1066,Unsupervised Domain Adaptation for Neural Machine Translation with Domain-Aware Feature Embeddings,MT,SKG,0.8354648341203824,tfidf
SKG_MT_1068,1068,Bilingual Correspondence Recursive Autoencoder for Statistical Machine Translation,MT,SKG,0.7243462462735423,tfidf
SKG_MT_1069,1069,Applying Pairwise Ranked Optimisation to Improve the Interpolation of Translation Models,MT,SKG,0.6572049717178149,tfidf
SKG_MT_1070,1070,The Bottom-up Evolution of Representations in the Transformer A Study with Machine Translation and Language Modeling Objectives,MT,SKG,0.6165444431466809,tfidf
SKG_MT_1074,1074,Accurate Non-Hierarchical Phrase-Based Translation,MT,SKG,0.5702481119773323,tfidf
SKG_MT_1076,1076,"MMPE A Multi-Modal Interface using Handwriting, Touch Reordering, and Speech Commands for Post-Editing Machine Translation",MT,SKG,0.6378542770453407,tfidf
SKG_MT_1077,1077,Perplexity Minimization for Translation Model Domain Adaptation in Statistical Machine Translation,MT,SKG,0.516453780624678,tfidf
SKG_MT_1078,1078,"Improving Multilingual Neural Machine Translation For Low-Resource Languages French, English - Vietnamese",MT,SKG,0.5159332723269865,tfidf
SKG_MT_1080,1080,Semi-Supervised Learning for Neural Machine Translation,MT,SKG,0.7281885982680251,tfidf
SKG_MT_1082,1082,A Beam-Search Decoder for Normalization of Social Media Text with Application to Machine Translation,MT,SKG,0.7004018167558378,tfidf
SKG_MT_1083,1083,Reinforcement Learning based Curriculum Optimization for Neural Machine Translation,MT,SKG,0.752498947499733,tfidf
SKG_MT_1085,1085,Pragmatic Neural Language Modelling in Machine Translation,MT,SKG,0.6588373588972947,tfidf
SKG_MT_1087,1087,Back-Translation Sampling by Targeting Difficult Words in Neural Machine Translation,MT,SKG,0.6010857138303618,tfidf
SKG_MT_1088,1088,A Margin-based Loss with Synthetic Negative Samples for Continuous-output Machine Translation,MT,SKG,0.7401138056011352,tfidf
SKG_MT_1090,1090,Joint Language and Translation Modeling with Recurrent Neural Networks,MT,SKG,0.6657070581544074,tfidf
SKG_MT_1094,1094,Translation Quality Estimation by Jointly Learning to Score and Rank,MT,SKG,0.8368397397873927,tfidf
SKG_MT_1096,1096,Referential Translation Machines for Predicting Translation Quality,MT,SKG,0.5259206212849039,tfidf
SKG_MT_1099,1099,OSU Multimodal Machine Translation System Report,MT,SKG,0.6762884527910004,tfidf
SKG_MT_1101,1101,Additive Neural Networks for Statistical Machine Translation,MT,SKG,0.7726124929102038,tfidf
SKG_MT_1102,1102,Neural Machine Translation of Logographic Language Using Sub-character Level Information,MT,SKG,0.7419838537547071,tfidf
SKG_MT_1103,1103,Online Automatic Post-editing for MT in a Multi-Domain Translation Environment,MT,SKG,0.7043574291139825,tfidf
SKG_MT_1104,1104,Boosting Neural Machine Translation with Similar Translations,MT,SKG,0.7195381956788658,tfidf
SKG_MT_1105,1105,Multimodal Pivots for Image Caption Translation,MT,SKG,0.7566564912048205,tfidf
SKG_MT_1106,1106,Learning to Actively Learn Neural Machine Translation,MT,SKG,0.6853314333967401,tfidf
SKG_MT_1107,1107,Self-Attentive Residual Decoder for Neural Machine Translation,MT,SKG,0.7187126579808514,tfidf
SKG_MT_1108,1108,Multi-Target Machine Translation with Multi-Synchronous Context-free Grammars,MT,SKG,0.7395968969962976,tfidf
SKG_MT_1109,1109,A Multimodal Translation-Based Approach for Knowledge Graph Representation Learning,MT,SKG,0.6549312790963049,tfidf
SKG_MT_1110,1110,Semi-Autoregressive Neural Machine Translation,MT,SKG,0.5890138515047257,tfidf
SKG_MT_1111,1111,TESLA at WMT 2011 Translation Evaluation and Tunable Metric,MT,SKG,0.8085137753300693,tfidf
SKG_MT_1113,1113,Handling Homographs in Neural Machine Translation,MT,SKG,0.542463825734858,tfidf
SKG_MT_1118,1118,Continuous Adaptation to User Feedback for Statistical Machine Translation,MT,SKG,0.5643641483034534,tfidf
SKG_MT_1120,1120,Lattice Desegmentation for Statistical Machine Translation,MT,SKG,0.827335924346915,tfidf
SKG_MT_1126,1126,A Retrieve-and-Rewrite Initialization Method for Unsupervised Machine Translation,MT,SKG,0.6904898769533282,tfidf
SKG_MT_1127,1127,Is Machine Translation Getting Better over Time,MT,SKG,0.6283777356147766,semantic
SKG_MT_1128,1128,Translationese as a Language in “Multilingual” NMT,MT,SKG,0.5700809396322659,tfidf
SKG_MT_1129,1129,An Interactive Machine Translation System with Online Learning,MT,SKG,0.7937023896606198,tfidf
SKG_MT_1132,1132,TESLA at WMT 2011 Translation Evaluation and Tunable Metric,MT,SKG,0.7840555285987447,tfidf
SKG_MT_1134,1134,Improved Lexically Constrained Decoding for Translation and Monolingual Rewriting,MT,SKG,0.5346298932895291,tfidf
SKG_MT_1135,1135,Lost in Machine Translation A Method to Reduce Meaning Loss,MT,SKG,0.7621840080314805,tfidf
SKG_MT_1136,1136,Unsupervised Parallel Sentence Extraction with Parallel Segment Detection Helps Machine Translation,MT,SKG,0.5859921362170151,tfidf
SKG_MT_1138,1138,RIGA at SemEval-2016 Task 8 Impact of Smatch Extensions and Character-Level Neural Translation on AMR Parsing Accuracy,MT,SKG,0.7328075545539173,tfidf
SKG_MT_1139,1139,Curriculum Learning for Domain Adaptation in Neural Machine Translation,MT,SKG,0.6848797918354093,tfidf
SKG_MT_1140,1140,Unpaired Sentiment-to-Sentiment Translation A Cycled Reinforcement Learning Approach,MT,SKG,0.7442552693811546,tfidf
SKG_MT_1142,1142,English-to-Japanese Diverse Translation by Combining Forward and Backward Outputs,MT,SKG,0.6379643995750222,tfidf
SKG_MT_1143,1143,Vocabulary Adaptation for Domain Adaptation in Neural Machine Translation,MT,SKG,0.7040186600502439,tfidf
SKG_MT_1145,1145,On the Inference Calibration of Neural Machine Translation,MT,SKG,0.5005746674643679,tfidf
SKG_MT_1146,1146,"Machine Translation for English–Inuktitut with Segmentation, Data Acquisition and Pre-Training",MT,SKG,0.6176895736605739,tfidf
SKG_MT_1149,1149,Subword Segmentation and a Single Bridge Language Affect Zero-Shot Neural Machine Translation,MT,SKG,0.6713306284586715,tfidf
SKG_MT_1150,1150,Robust Machine Translation with Domain Sensitive Pseudo-Sources Baidu-OSU WMT19 MT Robustness Shared Task System Report,MT,SKG,0.5956319623717197,tfidf
SKG_MT_1151,1151,Better Filtration and Augmentation for Hierarchical Phrase-Based Translation Rules,MT,SKG,0.5600342736143541,tfidf
SKG_MT_1153,1153,Data Augmentation for Low-Resource Neural Machine Translation,MT,SKG,0.6419154951891448,tfidf
SKG_MT_1156,1156,Doubly-Attentive Decoder for Multi-modal Neural Machine Translation,MT,SKG,0.6608256261396088,tfidf
SKG_MT_1158,1158,IPA and STOUT Leveraging Linguistic and Source-based Features for Machine Translation Evaluation,MT,SKG,0.6915170704976364,tfidf
SKG_MT_1160,1160,Supervised Attentions for Neural Machine Translation,MT,SKG,0.6592939126614741,tfidf
SKG_MT_1164,1164,Knowledge Distillation for Multilingual Unsupervised Neural Machine Translation,MT,SKG,0.8085444254900276,tfidf
SKG_MT_1165,1165,Machine Translation without Words through Substring Alignment,MT,SKG,0.5716537455839255,tfidf
SKG_MT_1166,1166,Exploring Prediction Uncertainty in Machine Translation Quality Estimation,MT,SKG,0.5069744400699515,tfidf
SKG_MT_1167,1167,LIUM SMT Machine Translation System for WMT 2010,MT,SKG,0.6767145879802486,tfidf
SKG_MT_1169,1169,Recursive Autoencoders for ITG-Based Translation,MT,SKG,0.5561354214824858,tfidf
SKG_MT_1174,1174,QCRI at WMT12 Experiments in Spanish-English and German-English Machine Translation of News Text,MT,SKG,0.5185855366503996,tfidf
SKG_MT_1175,1175,Character-Level Machine Translation Evaluation for Languages with Ambiguous Word Boundaries,MT,SKG,0.603297842590569,tfidf
SKG_MT_1176,1176,JU-Saarland Submission to the WMT2019 English–Gujarati Translation Shared Task,MT,SKG,0.7889211024869208,tfidf
SKG_MT_1177,1177,Modified Distortion Matrices for Phrase-Based Statistical Machine Translation,MT,SKG,0.6242793727342705,tfidf
SKG_MT_1178,1178,"Worse WER, but Better BLEU Leveraging Word Embedding as Intermediate in Multitask End-to-End Speech Translation",MT,SKG,0.5355846629563977,tfidf
SKG_MT_1179,1179,The University of Maryland’s Kazakh-English Neural Machine Translation System at WMT19,MT,SKG,0.5027717626263603,tfidf
SKG_MT_1180,1180,Multi-Task Neural Model for Agglutinative Language Translation,MT,SKG,0.6650298581836315,tfidf
SKG_MT_1181,1181,From Speech-to-Speech Translation to Automatic Dubbing,MT,SKG,0.6159286204232632,tfidf
SKG_MT_1182,1182,Reducing Gender Bias in Neural Machine Translation as a Domain Adaptation Problem,MT,SKG,0.6010209241554018,tfidf
SKG_MT_1184,1184,On the Importance of Word Boundaries in Character-level Neural Machine Translation,MT,SKG,0.6248673115789837,tfidf
SKG_MT_1185,1185,A Compact and Language-Sensitive Multilingual Translation Method,MT,SKG,0.51760280357157,tfidf
SKG_MT_1188,1188,Multimodal Neural Machine Translation for English to Hindi,MT,SKG,0.6237958647048281,tfidf
SKG_MT_1189,1189,NRC Machine Translation System for WMT 2017,MT,SKG,0.5817675052638669,tfidf
SKG_MT_1190,1190,Exponentially Decaying Bag-of-Words Input Features for Feed-Forward Neural Network in Statistical Machine Translation,MT,SKG,0.8228989804155951,tfidf
SKG_MT_1191,1191,FBK Cross-Lingual Textual Entailment Without Translation,MT,SKG,0.5876942647937612,tfidf
SKG_MT_1192,1192,Putting Evaluation in Context Contextual Embeddings Improve Machine Translation Evaluation,MT,SKG,0.5931551910180397,tfidf
SKG_MT_1193,1193,Non-Isomorphic Forest Pair Translation,MT,SKG,0.7152809879747013,tfidf
SKG_MT_1195,1195,Characterizing Departures from Linearity in Word Translation,MT,SKG,0.5637464104429531,tfidf
SKG_MT_1196,1196,Handling Syntactic Divergence in Low-resource Machine Translation,MT,SKG,0.5110666910529513,tfidf
SKG_MT_1197,1197,Imitation Learning for Non-Autoregressive Neural Machine Translation,MT,SKG,0.8255841188020027,tfidf
SKG_MT_1198,1198,Monotonic Infinite Lookback Attention for Simultaneous Machine Translation,MT,SKG,0.6772019354871447,tfidf
SKG_MT_1199,1199,Statistical Machine Translation with a Factorized Grammar,MT,SKG,0.5860658943234153,tfidf
SKG_MT_1200,1200,PharmMT A Neural Machine Translation Approach to Simplify Prescription Directions,MT,SKG,0.6088174729933155,tfidf
SKG_MT_1203,1203,Tied Multitask Learning for Neural Speech Translation,MT,SKG,0.7120172940018651,tfidf
SKG_MT_1206,1206,The New Thot Toolkit for Fully-Automatic and Interactive Statistical Machine Translation,MT,SKG,0.6215766648845541,tfidf
SKG_MT_1209,1209,Language Models for Machine Translation Original vs. Translated Texts,MT,SKG,0.6233571285805186,tfidf
SKG_MT_1211,1211,Semantic Roles for String to Tree Machine Translation,MT,SKG,0.5953006892226581,tfidf
SKG_MT_1212,1212,"Not Low-Resource Anymore Aligner Ensembling, Batch Filtering, and New Datasets for Bengali-English Machine Translation",MT,SKG,0.5182831200680005,tfidf
SKG_MT_1213,1213,Sentence Level Dialect Identification for Machine Translation System Selection,MT,SKG,0.7934557518484089,tfidf
SKG_MT_1216,1216,SOURCE SOURce-Conditional Elmo-style Model for Machine Translation Quality Estimation,MT,SKG,0.5527964733747933,tfidf
SKG_MT_1217,1217,English-Indonesian Neural Machine Translation for Spoken Language Domains,MT,SKG,0.5617671648386997,tfidf
SKG_MT_1219,1219,Minimum Risk Training for Neural Machine Translation,MT,SKG,0.6549157491255073,tfidf
SKG_MT_1220,1220,Hypothesis Mixture Decoding for Statistical Machine Translation,MT,SKG,0.5871497459943004,tfidf
SKG_MT_1222,1222,Top-Rank Enhanced Listwise Optimization for Statistical Machine Translation,MT,SKG,0.7189875180133886,tfidf
SKG_MT_1223,1223,Training Deeper Neural Machine Translation Models with Transparent Attention,MT,SKG,0.6630479740362154,tfidf
SKG_MT_1225,1225,Enriching Entity Translation Discovery using Selective Temporality,MT,SKG,0.6025596923321765,tfidf
SKG_MT_1227,1227,Blast A Tool for Error Analysis of Machine Translation Output,MT,SKG,0.662335743226279,tfidf
SKG_MT_1228,1228,Using Syntactic Head Information in Hierarchical Phrase-Based Translation,MT,SKG,0.7806891159574988,tfidf
SKG_MT_1229,1229,A Continuous Space Rule Selection Model for Syntax-based Statistical Machine Translation,MT,SKG,0.8665698619418284,tfidf
SKG_MT_1230,1230,PRIMT A Pick-Revise Framework for Interactive Machine Translation,MT,SKG,0.7415964256488285,tfidf
SKG_MT_1231,1231,Applying Morphological Decompositions to Statistical Machine Translation,MT,SKG,0.6716824791385455,tfidf
SKG_MT_1232,1232,Discriminative Sample Selection for Statistical Machine Translation,MT,SKG,0.6709157227518345,tfidf
SKG_MT_1233,1233,Syntactically Guided Neural Machine Translation,MT,SKG,0.7017107793324884,tfidf
SKG_MT_1234,1234,"When a Good Translation is Wrong in Context Context-Aware Machine Translation Improves on Deixis, Ellipsis, and Lexical Cohesion",MT,SKG,0.5530606123536583,tfidf
SKG_MT_1236,1236,LetsMT! Cloud-Based Platform for Do-It-Yourself Machine Translation,MT,SKG,0.5587215191397388,tfidf
SKG_MT_1238,1238,CASIA’s System for IWSLT 2020 Open Domain Translation,MT,SKG,0.5764276992514621,tfidf
SKG_MT_1239,1239,Neural Machine Translation Leveraging Phrase-based Models in a Hybrid Search,MT,SKG,0.7272107464274653,tfidf
SKG_MT_1240,1240,ESPnet-ST All-in-One Speech Translation Toolkit,MT,SKG,0.6294864396697561,tfidf
SKG_MT_1241,1241,The RWTH Aachen University Machine Translation Systems for WMT 2019,MT,SKG,0.5734198519689274,tfidf
SKG_MT_1242,1242,A Multi-Domain Translation Model Framework for Statistical Machine Translation,MT,SKG,0.6048358189595416,tfidf
SKG_MT_1243,1243,Distilling Multiple Domains for Neural Machine Translation,MT,SKG,0.8406314874476007,tfidf
SKG_MT_1244,1244,A Corpus Level MIRA Tuning Strategy for Machine Translation,MT,SKG,0.7443481757530102,tfidf
SKG_MT_1248,1248,Machine Translation Detection from Monolingual Web-Text,MT,SKG,0.5117500259358607,tfidf
SKG_MT_1251,1251,Machine Translation Reference-less Evaluation using YiSi-2 with Bilingual Mappings of Massive Multilingual Language Model,MT,SKG,0.6042494777342433,tfidf
SKG_MT_1252,1252,Assessing the Discourse Factors that Influence the Quality of Machine Translation,MT,SKG,0.6526104670021504,tfidf
SKG_MT_1253,1253,Bilingually-constrained Phrase Embeddings for Machine Translation,MT,SKG,0.6200376788866157,tfidf
SKG_MT_1254,1254,Dependency Graph-to-String Translation,MT,SKG,0.5694167428491712,tfidf
SKG_MT_1257,1257,Bootstrapping Translation Detection and Sentence Extraction from Comparable Corpora,MT,SKG,0.6348459426494296,tfidf
SKG_MT_1258,1258,Effectively pretraining a speech translation decoder with Machine Translation data,MT,SKG,0.6193920412128121,tfidf
SKG_MT_1259,1259,Variational Neural Machine Translation with Normalizing Flows,MT,SKG,0.7147908059968283,tfidf
SKG_MT_1261,1261,Unsupervised Paraphrasing without Translation,MT,SKG,0.5772320783135723,tfidf
SKG_MT_1262,1262,Learning a Multi-Domain Curriculum for Neural Machine Translation,MT,SKG,0.5465712372390843,tfidf
SKG_MT_1264,1264,Machine Translation Evaluation Meets Community Question Answering,MT,SKG,0.7400807043715448,tfidf
SKG_MT_1267,1267,Unsupervised Neural Machine Translation with Future Rewarding,MT,SKG,0.5183741261452469,tfidf
SKG_MT_1269,1269,Fully Quantized Transformer for Machine Translation,MT,SKG,0.5377770676536803,tfidf
SKG_MT_1271,1271,Parameter Sharing Methods for Multilingual Self-Attentional Translation Models,MT,SKG,0.6803498296441832,tfidf
SKG_MT_1272,1272,Zero-Shot Translation Quality Estimation with Explicit Cross-Lingual Patterns,MT,SKG,0.5162230308221026,tfidf
SKG_MT_1274,1274,Hard-Coded Gaussian Attention for Neural Machine Translation,MT,SKG,0.7191381976646847,tfidf
SKG_MT_1275,1275,UCSMNLP Statistical Machine Translation for WAT 2019,MT,SKG,0.6220096349716187,semantic
SKG_MT_1276,1276,Using Syntactic Head Information in Hierarchical Phrase-Based Translation,MT,SKG,0.873172558252476,tfidf
SKG_MT_1277,1277,"Filtering Antonymous, Trend-Contrasting, and Polarity-Dissimilar Distributional Paraphrases for Improving Statistical Machine Translation",MT,SKG,0.6435793938917873,tfidf
SKG_MT_1278,1278,Adaptive Multi-pass Decoder for Neural Machine Translation,MT,SKG,0.8396416296424527,tfidf
SKG_MT_1279,1279,Tagged Back-Translation,MT,SKG,0.673266335366921,tfidf
SKG_MT_1280,1280,Docent A Document-Level Decoder for Phrase-Based Statistical Machine Translation,MT,SKG,0.5463296707685112,tfidf
SKG_MT_1282,1282,Modeling Syntactic and Semantic Structures in Hierarchical Phrase-based Translation,MT,SKG,0.6067361278373922,tfidf
SKG_MT_1285,1285,Saliency-driven Word Alignment Interpretation for Neural Machine Translation,MT,SKG,0.7322815880214726,tfidf
SKG_MT_1287,1287,Dynamic Data Selection for Neural Machine Translation,MT,SKG,0.6498710114028952,tfidf
SKG_MT_1288,1288,Zero-Resource Translation with Multi-Lingual Neural Machine Translation,MT,SKG,0.6159550657256386,tfidf
SKG_MT_1289,1289,Improving Neural Machine Translation with Soft Template Prediction,MT,SKG,0.6030517027687836,tfidf
SKG_MT_1290,1290,Fast and Adaptive Online Training of Feature-Rich Translation Models,MT,SKG,0.5148589992532625,tfidf
SKG_MT_1291,1291,End-to-End Non-Autoregressive Neural Machine Translation with Connectionist Temporal Classification,MT,SKG,0.5298460842487851,tfidf
SKG_MT_1293,1293,SHEF-NN Translation Quality Estimation with Neural Networks,MT,SKG,0.7406294165031954,tfidf
SKG_MT_1295,1295,Local System Voting Feature for Machine Translation System Combination,MT,SKG,0.6873190506018962,tfidf
SKG_MT_1296,1296,Syntax-Enhanced Neural Machine Translation with Syntax-Aware Word Representations,MT,SKG,0.7285176377517655,tfidf
SKG_MT_1298,1298,Semi-supervised Convolutional Networks for Translation Adaptation with Tiny Amount of In-domain Data,MT,SKG,0.6695817588674934,tfidf
SKG_MT_1301,1301,Simpler and Faster Learning of Adaptive Policies for Simultaneous Translation,MT,SKG,0.6508202660439648,tfidf
SKG_MT_1304,1304,Learning a Lexicon and Translation Model from Phoneme Lattices,MT,SKG,0.6055997277267905,tfidf
SKG_MT_1306,1306,Binarized Forest to String Translation,MT,SKG,0.7068772395774603,tfidf
SKG_MT_1310,1310,A Systematic Exploration of Diversity in Machine Translation,MT,SKG,0.6417018243355875,tfidf
SKG_MT_1311,1311,Speed-Constrained Tuning for Statistical Machine Translation Using Bayesian Optimization,MT,SKG,0.8108269051271099,tfidf
SKG_MT_1313,1313,Integration of Multiple Bilingually-Learned Segmentation Schemes into Statistical Machine Translation,MT,SKG,0.5813666215356381,tfidf
SKG_MT_1314,1314,Tree-to-Sequence Attentional Neural Machine Translation,MT,SKG,0.6190059372089383,tfidf
SKG_MT_1316,1316,Graph-based Semi-Supervised Learning of Translation Models from Monolingual Data,MT,SKG,0.6427900910268501,tfidf
SKG_MT_1320,1320,Evaluating Machine Translations Using mNCD,MT,SKG,0.5272099785862231,tfidf
SKG_MT_1321,1321,Simple and Effective Paraphrastic Similarity from Parallel Translations,MT,SKG,0.6175086506910845,tfidf
SKG_MT_1323,1323,On the Linguistic Representational Power of Neural Machine Translation Models,MT,SKG,0.7227474654005016,tfidf
SKG_MT_1324,1324,Scalable Decipherment for Machine Translation via Hash Sampling,MT,SKG,0.6205492025031862,tfidf
SKG_MT_1325,1325,Model Combination for Machine Translation,MT,SKG,0.7653204285667491,tfidf
SKG_MT_1326,1326,Integrating Phrase-based Reordering Features into a Chart-based Decoder for Machine Translation,MT,SKG,0.6686067088173673,tfidf
SKG_MT_1327,1327,Hierarchical Chunk-to-String Translation,MT,SKG,0.5055239499679793,tfidf
SKG_MT_1330,1330,E-rating Machine Translation,MT,SKG,0.7104416556369835,tfidf
SKG_MT_1331,1331,Learning Source Phrase Representations for Neural Machine Translation,MT,SKG,0.6732601871119602,tfidf
SKG_MT_1333,1333,"ParFDA for Fast Deployment of Accurate Statistical Machine Translation Systems, Benchmarks, and Statistics",MT,SKG,0.6441686847172441,tfidf
SKG_MT_1334,1334,Two-Phase Cross-Lingual Language Model Fine-Tuning for Machine Translation Quality Estimation,MT,SKG,0.7972221050183705,tfidf
SKG_MT_1340,1340,Extended Translation Models in Phrase-based Decoding,MT,SKG,0.7355328150100876,tfidf
SKG_MT_1341,1341,Language Model Prior for Low-Resource Neural Machine Translation,MT,SKG,0.7017913731730065,tfidf
SKG_MT_1342,1342,Complete Multilingual Neural Machine Translation,MT,SKG,0.7587318961375181,tfidf
SKG_MT_1345,1345,Curriculum Pre-training for End-to-End Speech Translation,MT,SKG,0.7484474886880388,tfidf
SKG_MT_1346,1346,Composing Relationships with Translations,MT,SKG,0.762048753219118,tfidf
SKG_MT_1347,1347,Fast and Robust Neural Network Joint Models for Statistical Machine Translation,MT,SKG,0.8429084172367522,tfidf
SKG_MT_1348,1348,Automatic Machine Translation Evaluation in Many Languages via Zero-Shot Paraphrasing,MT,SKG,0.7351966726139393,tfidf
SKG_MT_1349,1349,Enhancing Statistical Machine Translation with Character Alignment,MT,SKG,0.7148113685243925,tfidf
SKG_MT_1350,1350,ON-TRAC Consortium End-to-End Speech Translation Systems for the IWSLT 2019 Shared Task,MT,SKG,0.5058244506077758,tfidf
SKG_MT_1355,1355,SwitchOut an Efficient Data Augmentation Algorithm for Neural Machine Translation,MT,SKG,0.8018312722727591,tfidf
SKG_MT_1356,1356,KIT’s IWSLT 2020 SLT Translation System,MT,SKG,0.5043485783528835,tfidf
SKG_MT_1357,1357,Better OOV Translation with Bilingual Terminology Mining,MT,SKG,0.6356845279926985,tfidf
SKG_MT_1358,1358,Generalizing Back-Translation in Neural Machine Translation,MT,SKG,0.5501129224649708,tfidf
SKG_MT_1359,1359,The Helsinki Neural Machine Translation System,MT,SKG,0.5535083713073824,tfidf
SKG_MT_1361,1361,Toward Statistical Machine Translation without Parallel Corpora,MT,SKG,0.5635657460994999,tfidf
SKG_MT_1362,1362,Data Rejuvenation Exploiting Inactive Training Examples for Neural Machine Translation,MT,SKG,0.8575245786312852,tfidf
SKG_MT_1363,1363,Localizing Open-Ontology QA Semantic Parsers in a Day Using Machine Translation,MT,SKG,0.5860099454147207,tfidf
