paper_id,year,semantic_knn,structural_novelty,triple_count,cited_by_count,reference_count
SKG_PAR_72,2017,0.9386423230171204,0.8054054054054054,185.0,25,33
SKG_PAR_74,2017,0.9351674914360046,0.6818181818181818,44.0,1,40
SKG_PAR_75,2017,0.9203506708145142,0.7777777777777778,27.0,563,35
SKG_SA_131,2017,0.9622331857681274,0.0,197.0,839,46
SKG_SA_140,2017,0.9422105550765992,0.9230769230769232,39.0,16,13
SKG_SA_149,2017,0.9296727180480956,0.7759562841530054,183.0,172,47
SKG_SA_152,2017,0.9381952285766602,0.8113207547169812,53.0,41,28
SKG_MT_460,2017,0.9244450330734252,0.8363636363636363,55.0,29,24
SKG_MT_465,2017,0.9363952875137328,0.8761904761904762,105.0,13,17
SKG_MT_872,2017,0.9521782994270324,0.7723577235772358,123.0,115,33
SKG_MT_873,2017,0.9446306228637696,0.7078651685393258,178.0,62,29
SKG_MT_475,2017,0.939102292060852,0.7586206896551724,232.0,151,59
SKG_SA_100,2017,0.9512726068496704,0.6351351351351351,148.0,1,14
SKG_SA_253,2017,0.934786021709442,0.8142857142857143,70.0,15,12
SKG_MT_861,2017,0.9426388740539552,0.7863247863247863,117.0,0,17
SKG_MT_870,2017,0.9516169428825378,0.6914893617021277,94.0,5,22
SKG_MT_494,2017,0.9388411641120912,0.6907216494845361,97.0,38,43
SKG_DIA_216,2017,0.9207000732421876,0.8018867924528302,106.0,765,61
SKG_DIA_228,2017,0.9410290718078612,0.7692307692307693,26.0,29,23
SKG_DIA_235,2017,0.9313443303108216,0.7684210526315789,95.0,25,19
SKG_DIA_251,2017,0.9385638236999512,0.8290598290598291,117.0,73,43
SKG_DIA_256,2017,0.9212762713432312,0.8387096774193549,31.0,50,31
SKG_SA_163,2017,0.9285517930984496,0.7555555555555555,45.0,46,52
SKG_SA_184,2017,0.9371353387832642,0.8064516129032258,93.0,3,10
SKG_SA_185,2017,0.9396871328353882,0.9117647058823528,34.0,7,8
SKG_MT_211,2017,0.9488770365715028,0.8,105.0,2,15
SKG_MT_216,2017,0.9505947828292848,0.5833333333333334,120.0,2,20
SKG_MT_1153,2017,0.933731198310852,0.6792452830188679,106.0,228,2
SKG_MT_1156,2017,0.9395751953125,0.7989130434782609,184.0,185,55
SKG_PAR_78,2017,0.9455467462539672,0.8048780487804879,82.0,7,18
SKG_PAR_28,2017,0.9285224676132202,0.8392857142857143,56.0,37,29
SKG_PAR_29,2017,0.9213077425956726,0.8103448275862069,58.0,23,28
SKG_PAR_44,2017,0.9463901519775392,0.803030303030303,66.0,5,12
SKG_PAR_46,2017,0.9487513303756714,0.8125,16.0,10,26
SKG_PAR_57,2017,0.9389812350273132,0.7640449438202247,89.0,43,23
SKG_SA_258,2017,0.925020694732666,0.9545454545454546,22.0,21,7
SKG_SA_261,2017,0.9499875903129578,0.8222222222222222,45.0,73,20
SKG_MT_497,2017,0.9431201219558716,0.6923076923076923,91.0,18,18
SKG_MT_842,2017,0.9389446377754213,0.7421875,128.0,5,21
SKG_MT_517,2017,0.9733575582504272,0.7163120567375887,141.0,49,16
SKG_MT_533,2017,0.9507148861885072,0.6333333333333333,90.0,3,12
SKG_SA_227,2017,0.9256118535995485,0.5416666666666666,96.0,57,40
SKG_SA_228,2017,0.9514897465705872,0.8205128205128205,39.0,25,44
SKG_SA_247,2017,0.9432581663131714,0.7666666666666667,120.0,84,40
SKG_SA_249,2017,0.9347414970397948,0.725925925925926,135.0,23,38
SKG_MT_819,2017,0.9483663439750672,0.8,120.0,129,27
SKG_MT_781,2017,0.941727340221405,0.7336956521739131,184.0,220,24
SKG_SA_353,2017,0.9341238737106324,0.7735849056603774,159.0,113,48
SKG_SA_364,2017,0.9163557291030884,0.875,72.0,27,43
SKG_SA_370,2017,0.9195469617843628,0.5,10.0,18,13
SKG_SA_316,2017,0.9432464838027954,0.7058823529411765,68.0,17,16
SKG_SA_319,2017,0.9414051175117492,0.8620689655172413,29.0,11,19
SKG_SA_331,2017,0.941289722919464,0.8014184397163121,141.0,25,25
SKG_DIA_162,2017,0.9255563616752625,0.8108108108108109,148.0,51,29
SKG_DIA_167,2017,0.9285397529602052,0.6571428571428571,70.0,12,15
SKG_SA_289,2017,0.9407704472541808,0.8508064516129032,248.0,12,46
SKG_SA_305,2017,0.9163246154785156,0.8333333333333334,30.0,30,17
SKG_MT_1222,2017,0.941512405872345,0.86,50.0,0,30
SKG_MT_1189,2017,0.937406361103058,0.7702702702702703,148.0,1,21
SKG_MT_203,2017,0.954088807106018,0.8059701492537313,134.0,18,47
SKG_PAR_18,2017,0.9384905695915222,0.7567567567567568,37.0,22,26
SKG_NLI_2,2017,0.9135329127311708,0.7955801104972375,181.0,2051,48
SKG_MT_1444,2017,0.9506193995475768,0.78125,96.0,60,30
SKG_MT_1451,2017,0.9463790655136108,0.7089552238805971,134.0,13,28
SKG_MT_1466,2017,0.9334514737129213,0.8387096774193549,31.0,55,47
SKG_MT_1467,2017,0.9463850855827332,0.675392670157068,191.0,39,23
SKG_MT_1432,2017,0.9424613118171692,0.7528089887640449,89.0,147,35
SKG_MT_1416,2017,0.9490402340888976,0.7548387096774194,155.0,105,36
SKG_MT_25,2017,0.9416018724441528,0.6869565217391305,115.0,1,29
SKG_SA_419,2017,0.9372727274894714,0.8765432098765432,162.0,157,41
SKG_SA_421,2017,0.9357582330703736,0.88,25.0,10,14
SKG_MT_546,2017,0.9430120587348938,0.8157894736842105,76.0,7,14
SKG_MT_549,2017,0.9446151852607728,0.7647058823529411,34.0,8,16
SKG_MT_767,2017,0.9413623809814452,0.783068783068783,189.0,59,24
SKG_DIA_108,2017,0.9297175407409668,0.8253968253968254,126.0,153,68
SKG_SA_390,2017,0.9359105825424194,0.7407407407407407,108.0,22,13
SKG_SA_391,2017,0.9149833917617798,1.0,4.0,65,40
SKG_DIA_146,2017,0.9111364483833312,0.9454545454545454,55.0,16,29
SKG_SA_465,2017,0.9325634241104126,0.7952755905511811,127.0,21,24
SKG_SA_466,2017,0.9189006090164183,0.7719298245614035,57.0,19,27
SKG_SA_475,2017,0.9434409141540528,0.3111111111111111,45.0,3,34
SKG_SA_495,2017,0.9430299997329712,0.7797619047619048,168.0,1012,28
SKG_DIA_78,2017,0.9439061284065248,0.7313432835820896,67.0,24,40
SKG_DIA_87,2017,0.9129418134689332,0.7931034482758621,116.0,19,0
SKG_MT_747,2017,0.9381453394889832,0.7322834645669292,127.0,78,40
SKG_MT_758,2017,0.9441813230514526,0.8048780487804879,123.0,13,39
SKG_MT_729,2017,0.9353120923042296,0.825,80.0,3,26
SKG_SA_447,2017,0.9330106973648072,0.7698412698412699,126.0,17,61
SKG_SA_404,2017,0.9386503100395204,0.84375,32.0,1,12
SKG_SA_406,2017,0.9448415637016296,0.7272727272727273,198.0,85,58
SKG_MT_737,2017,0.9544692039489746,0.7166666666666667,180.0,60,54
SKG_MT_605,2017,0.9381453394889832,0.7624309392265194,181.0,78,40
SKG_MT_610,2017,0.9433067440986632,0.6964285714285714,112.0,124,33
SKG_MT_695,2017,0.9415432810783386,0.7545454545454545,110.0,460,36
SKG_DIA_31,2017,0.9195448756217957,0.9310344827586208,29.0,36,15
SKG_DIA_46,2017,0.9173623323440552,0.8513513513513513,74.0,9,62
SKG_SA_506,2017,0.941222071647644,0.7741935483870968,93.0,246,32
SKG_SA_510,2017,0.936184287071228,0.7083333333333334,24.0,98,40
SKG_SA_511,2017,0.9442170262336732,0.743421052631579,152.0,36,12
SKG_SA_520,2017,0.9418526887893676,0.8066666666666666,150.0,0,6
SKG_DIA_57,2017,0.9667665362358092,0.84375,32.0,17,22
SKG_DIA_68,2017,0.9276922345161438,0.8405797101449275,138.0,9,23
SKG_MT_31,2017,0.9533851742744446,1.0,4.0,101,44
SKG_MT_1366,2017,0.850104808807373,0.8461538461538461,78.0,276,53
SKG_MT_1370,2017,0.9356156587600708,0.7837837837837838,148.0,1,15
SKG_MT_1387,2017,0.94495952129364,0.7184466019417476,103.0,109,43
SKG_MT_38,2017,0.946625590324402,0.5735294117647058,68.0,1,28
SKG_MT_1239,2017,0.9447847604751588,0.7365269461077845,167.0,10,19
SKG_MT_151,2017,0.9415847063064576,0.7719298245614035,57.0,0,14
SKG_MT_168,2017,0.9440075755119324,0.7570621468926554,177.0,53,37
SKG_MT_53,2017,0.9361156225204468,0.8152866242038217,157.0,19,51
SKG_MT_1359,2017,0.9385440945625304,0.7619047619047619,126.0,17,28
SKG_MT_62,2017,0.9359448552131652,0.7777777777777778,99.0,110,37
SKG_MT_66,2017,0.9217389822006226,0.7701863354037267,161.0,11,44
SKG_SUM_109,2017,0.9393426775932312,0.8723404255319149,47.0,60,26
SKG_SUM_113,2017,0.9439679980278016,0.7942857142857143,175.0,248,52
SKG_SUM_86,2017,0.919173538684845,0.6458333333333334,48.0,72,34
SKG_MT_665,2017,0.9428932070732116,0.7006369426751592,157.0,127,36
SKG_MT_1087,2018,0.951313018798828,0.6038961038961039,154.0,85,28
SKG_MT_223,2018,0.9737531542778016,0.6470588235294118,34.0,18,28
SKG_MT_240,2018,0.9232975244522096,0.7027027027027027,74.0,81,16
SKG_MT_1113,2018,0.9769089818000792,0.7236842105263158,152.0,49,43
SKG_MT_1195,2018,0.9262431263923644,0.95,20.0,41,44
SKG_MT_1102,2018,0.9392736554145812,0.8131868131868132,91.0,53,22
SKG_MT_1106,2018,0.9498297572135924,0.7093023255813954,172.0,33,32
SKG_MT_1107,2018,0.9297298192977904,0.6363636363636364,110.0,18,57
SKG_MT_1109,2018,0.9452889561653136,0.7291666666666666,192.0,139,25
SKG_MT_1110,2018,0.9394686818122864,0.8360655737704918,61.0,79,33
SKG_MT_281,2018,0.9449701309204102,0.75,96.0,304,29
SKG_MT_293,2018,0.9335664510726928,0.6377952755905512,127.0,81,34
SKG_MT_1058,2018,0.9364112615585328,0.6767676767676768,99.0,2,10
SKG_MT_1223,2018,0.946136474609375,0.7244897959183674,98.0,143,34
SKG_MT_183,2018,0.94994056224823,0.6419753086419753,81.0,19,18
SKG_MT_195,2018,0.943950355052948,0.6842105263157895,133.0,91,36
SKG_SUM_120,2018,0.9439247250556946,0.8214285714285714,168.0,25,56
SKG_SUM_122,2018,0.9377447366714478,0.7159090909090909,176.0,39,38
SKG_SUM_163,2018,0.9714165925979614,0.7552447552447552,143.0,37,32
SKG_SUM_164,2018,0.9429891705513,0.75,160.0,94,45
SKG_SUM_165,2018,0.9414148330688475,0.74,50.0,67,24
SKG_SUM_167,2018,0.9422098398208618,0.8302752293577982,218.0,607,67
SKG_SUM_132,2018,0.932611644268036,0.8,60.0,27,28
SKG_SUM_133,2018,0.9424933195114136,0.7835051546391752,97.0,13,49
SKG_SUM_141,2018,0.9361129999160768,0.8205128205128205,156.0,224,30
SKG_SUM_158,2018,0.9211814999580384,0.8461538461538461,39.0,98,35
SKG_MT_669,2018,0.9450277090072632,0.7284768211920529,151.0,91,37
SKG_MT_672,2018,0.9527655839920044,0.6972477064220184,109.0,24,37
SKG_MT_684,2018,0.9191579818725586,0.6545454545454545,55.0,3,15
SKG_MT_691,2018,0.9372929334640504,0.7111111111111111,180.0,14,25
SKG_SUM_218,2018,0.9346851110458374,0.75,208.0,66,28
SKG_SUM_179,2018,0.9382293820381165,0.7450980392156863,102.0,43,36
SKG_SA_551,2018,0.9487932324409484,0.8404255319148937,94.0,93,21
SKG_SA_552,2018,0.943053126335144,0.7151162790697675,172.0,53,28
SKG_SA_558,2018,0.8994888067245483,0.8235294117647058,34.0,4,12
SKG_SA_584,2018,0.9430434107780457,0.5925925925925926,81.0,58,26
SKG_SA_585,2018,0.9395052790641784,0.7156862745098039,102.0,61,35
SKG_SA_602,2018,0.9417408108711244,0.7484662576687117,163.0,499,42
SKG_MT_733,2018,0.9485228657722472,0.7215189873417721,158.0,2,24
SKG_MT_734,2018,0.9437001347541808,0.7134146341463414,164.0,34,41
SKG_MT_735,2018,0.9374321103096008,0.7814569536423841,151.0,29,40
SKG_MT_587,2018,0.93898743391037,0.8414634146341463,82.0,7,3
SKG_MT_589,2018,0.946787655353546,0.7857142857142857,42.0,7,24
SKG_MT_604,2018,0.9467789530754088,0.7407407407407407,27.0,37,27
SKG_MT_701,2018,0.9768739938735962,0.7272727272727273,66.0,116,32
SKG_SA_629,2018,0.943528652191162,0.8064516129032258,31.0,2,36
SKG_SA_631,2018,0.9292651414871216,0.7216494845360825,97.0,2,28
SKG_SA_632,2018,0.9275870323181152,0.84,100.0,25,21
SKG_SA_488,2018,0.9745271801948548,0.8066666666666666,150.0,198,33
SKG_DIA_77,2018,0.9272130727767944,0.768,125.0,74,34
SKG_DIA_89,2018,0.9379907846450806,0.7128205128205128,195.0,14,22
SKG_SA_503,2018,0.933862030506134,0.8031088082901554,193.0,70,44
SKG_DIA_54,2018,0.9720864295959472,0.6666666666666666,126.0,53,32
SKG_DIA_58,2018,0.9751529693603516,0.8013698630136986,146.0,150,41
SKG_MT_575,2018,0.9376198649406432,0.7368421052631579,95.0,29,26
SKG_MT_745,2018,0.9406938552856444,0.7312252964426877,253.0,15,52
SKG_MT_754,2018,0.9459270238876344,0.6986301369863014,73.0,157,49
SKG_MT_757,2018,0.9526453018188475,0.7533333333333333,150.0,143,33
SKG_MT_717,2018,0.9755748510360718,0.6020408163265306,98.0,323,31
SKG_SA_547,2018,0.9441124200820924,0.6981132075471698,106.0,219,38
SKG_DIA_32,2018,0.93186616897583,0.7604166666666666,192.0,14,29
SKG_DIA_34,2018,0.930377960205078,0.7457627118644068,118.0,233,44
SKG_SA_496,2018,0.9440800547599792,0.7659574468085106,188.0,12,26
SKG_SA_549,2018,0.950821042060852,0.8043478260869565,138.0,27,43
SKG_DIA_166,2018,0.702389121055603,0.7708333333333334,144.0,350,37
SKG_DIA_173,2018,0.9290918111801147,0.7848101265822784,79.0,8,14
SKG_SA_367,2018,0.9339421391487122,0.7959183673469388,245.0,9,35
SKG_SA_314,2018,0.9382373094558716,0.8160919540229885,87.0,40,32
SKG_SA_381,2018,0.9326173067092896,0.6875,96.0,21,23
SKG_DIA_127,2018,0.9354516267776488,0.7025641025641025,195.0,0,35
SKG_DIA_128,2018,0.9740985631942748,0.7910447761194029,67.0,1157,34
SKG_DIA_137,2018,0.928964138031006,0.7637795275590551,127.0,128,38
SKG_DIA_141,2018,0.9475764036178588,0.6407766990291263,103.0,38,29
SKG_DIA_120,2018,0.9413851499557496,0.8172043010752689,93.0,181,28
SKG_MT_764,2018,0.8828304409980774,0.8,60.0,6,21
SKG_MT_777,2018,0.9347234964370728,0.8191489361702128,94.0,315,51
SKG_MT_566,2018,0.9471648931503296,0.7894736842105263,114.0,25,35
SKG_SA_459,2018,0.9407447576522828,0.6341463414634146,82.0,15,22
SKG_SA_411,2018,0.9756183624267578,0.7631578947368421,190.0,49,50
SKG_SA_487,2018,0.9476884603500366,0.7375886524822695,141.0,71,31
SKG_SA_194,2018,0.9127724766731262,0.7028985507246377,138.0,185,27
SKG_SA_199,2018,0.9432936906814576,0.751219512195122,205.0,60,41
SKG_SA_274,2018,0.942946434020996,0.7282608695652174,92.0,73,25
SKG_SA_282,2018,0.9450911283493042,0.7464788732394366,71.0,8,7
SKG_DIA_179,2018,0.9308204650878906,0.8333333333333334,30.0,39,45
SKG_MT_799,2018,0.9510729908943176,0.6082474226804123,97.0,20,27
SKG_MT_807,2018,0.9277803301811218,0.6976744186046512,43.0,80,28
SKG_MT_540,2018,0.929294764995575,0.7818181818181819,55.0,117,11
SKG_MT_558,2018,0.976893424987793,0.6526315789473685,190.0,31,20
SKG_MT_559,2018,0.9183858633041382,0.7058823529411765,68.0,4,39
SKG_MT_759,2018,0.9389531016349792,0.7529411764705882,170.0,15,17
SKG_SA_324,2018,0.9223772883415222,0.839622641509434,106.0,31,20
SKG_SA_326,2018,0.9488040804862976,0.8072916666666666,192.0,24,49
SKG_SA_327,2018,0.946130394935608,0.7842465753424658,292.0,38,29
SKG_DIA_156,2018,0.9725099802017212,0.6481481481481481,54.0,197,23
SKG_DIA_160,2018,0.9410931468009948,0.7386363636363636,88.0,20,78
SKG_SA_179,2018,0.9365553855895996,0.7624309392265194,181.0,176,31
SKG_SA_188,2018,0.9392093420028688,0.7111111111111111,45.0,13,21
SKG_SA_203,2018,0.8514001965522766,0.8194444444444444,144.0,46,55
SKG_SA_222,2018,0.9423784017562866,0.7744360902255639,133.0,32,41
SKG_DIA_238,2018,0.9765106439590454,0.675,40.0,143,25
SKG_DIA_243,2018,0.9381771087646484,0.8483412322274881,211.0,31,69
SKG_MT_532,2018,0.9779308438301086,0.6363636363636364,143.0,27,41
SKG_MT_818,2018,0.9462028741836548,0.6687116564417178,163.0,232,41
SKG_MT_821,2018,0.9171961545944214,0.7551020408163265,98.0,70,25
SKG_MT_822,2018,0.9508415460586548,0.7045454545454546,88.0,344,23
SKG_MT_825,2018,0.9402230381965636,0.7990196078431373,204.0,9,31
SKG_MT_791,2018,0.951140522956848,0.6727272727272727,110.0,57,31
SKG_SA_248,2018,0.9267614483833312,0.8026315789473685,152.0,4,28
SKG_SA_256,2018,0.944769561290741,0.8130081300813008,123.0,8,20
SKG_DIA_219,2018,0.9370800256729126,0.8114285714285714,175.0,441,61
SKG_DIA_222,2018,0.9424152374267578,0.6458333333333334,96.0,76,38
SKG_DIA_287,2018,0.860831618309021,1.0,6.0,155,20
SKG_SA_90,2018,0.9447404742240906,0.6701570680628273,191.0,8,28
SKG_SA_105,2018,0.9257863759994508,0.8085106382978723,94.0,15,17
SKG_SA_106,2018,0.9339679479599,0.7916666666666666,144.0,0,27
SKG_SA_117,2018,0.9389057159423828,0.7522123893805309,113.0,195,34
SKG_SA_144,2018,0.9391015768051147,0.7454545454545455,55.0,130,19
SKG_DIA_259,2018,0.9273438453674316,0.8161764705882353,136.0,184,47
SKG_MT_507,2018,0.9410562515258788,0.6875,112.0,16,41
SKG_MT_831,2018,0.9346302151679992,0.7154471544715447,246.0,178,54
SKG_MT_516,2018,0.9184714555740356,0.75,4.0,1,0
SKG_SA_153,2018,0.9371280670166016,0.7730496453900709,141.0,189,52
SKG_SA_155,2018,0.9286897778511048,1.0,9.0,379,38
SKG_SA_162,2018,0.9460465312004088,0.7303370786516854,89.0,5,24
SKG_SA_169,2018,0.9485067129135132,0.6850393700787402,127.0,9,24
SKG_SA_172,2018,0.947670578956604,0.8541666666666666,48.0,622,43
SKG_SA_176,2018,0.927363395690918,0.6818181818181818,44.0,3,17
SKG_SA_10,2018,0.9499963521957396,0.7005494505494505,364.0,93,22
SKG_SA_18,2018,0.9445512890815736,0.6982758620689655,116.0,2,15
SKG_DIA_316,2018,0.9224587678909302,0.9285714285714286,14.0,22,9
SKG_SA_28,2018,0.9303704500198364,0.7066666666666667,75.0,35,22
SKG_SA_31,2018,0.9347125887870787,0.7727272727272727,264.0,513,25
SKG_SA_46,2018,0.9420554041862488,0.8142076502732241,183.0,54,44
SKG_SA_51,2018,0.9335302114486694,0.7401574803149606,127.0,76,46
SKG_SA_1,2018,0.9338752627372742,0.7006172839506173,324.0,36,35
SKG_MT_855,2018,0.9319165349006652,0.7627118644067796,59.0,9,28
SKG_MT_862,2018,0.931897759437561,0.8,55.0,84,37
SKG_MT_502,2018,0.9374308586120604,0.6304347826086957,92.0,31,63
SKG_MT_505,2018,0.9215407371520996,0.6089743589743589,156.0,33,25
SKG_SA_64,2018,0.9768224954605104,0.6705882352941176,85.0,56,22
SKG_SA_76,2018,0.9442407488822936,0.673469387755102,98.0,6,30
SKG_DIA_280,2018,0.9326459765434264,0.8695652173913043,115.0,62,59
SKG_DIA_285,2018,0.9321473240852356,0.7719298245614035,57.0,149,30
SKG_QA_348,2018,0.9476915597915648,0.8055555555555556,144.0,169,43
SKG_QA_353,2018,0.9343222379684448,0.8354430379746836,158.0,164,47
SKG_QA_354,2018,0.9436869621276855,0.7285714285714285,70.0,12,20
SKG_QA_367,2018,0.9745287895202636,0.7,80.0,52,46
SKG_QA_389,2018,0.9406694173812866,0.8017241379310345,116.0,67,39
SKG_QA_394,2018,0.9380871653556824,0.8092485549132948,173.0,156,33
SKG_QA_415,2018,0.9757397770881652,0.725,120.0,35,41
SKG_QA_426,2018,0.950820803642273,0.8043478260869565,138.0,27,43
SKG_QA_450,2018,0.9412435293197632,0.7393939393939394,165.0,17,56
SKG_QA_476,2018,0.9403351545333862,0.6888888888888889,135.0,297,36
SKG_QA_483,2018,0.9763383865356444,0.7128712871287128,101.0,87,48
SKG_QA_432,2018,0.9340141415596008,0.7686567164179104,134.0,4,20
SKG_MT_472,2018,0.9448087811470032,0.7657657657657657,111.0,43,24
SKG_MT_473,2018,0.9369128942489624,0.7653061224489796,98.0,13,67
SKG_QA_490,2018,0.9418739080429076,0.7142857142857143,14.0,90,22
SKG_DIA_1,2018,0.933041214942932,0.603448275862069,58.0,211,11
SKG_QA_248,2018,0.9495860934257508,0.8080808080808081,99.0,1,16
SKG_QA_294,2018,0.9688138961791992,0.7894736842105263,190.0,18,35
SKG_QA_254,2018,0.9734633564949036,0.7653631284916201,179.0,19,36
SKG_QA_321,2018,0.9373277425765992,0.7083333333333334,72.0,28,20
SKG_QA_322,2018,0.9767059087753296,0.6850393700787402,127.0,108,24
SKG_QA_364,2018,0.9386377334594728,0.8,100.0,17,56
SKG_MT_909,2018,0.976364254951477,0.7128712871287128,101.0,162,40
SKG_MT_916,2018,0.923642635345459,0.7425742574257426,202.0,119,41
SKG_MT_920,2018,0.9562582969665528,0.5040650406504065,123.0,28,18
SKG_MT_925,2018,0.93079936504364,0.6923076923076923,52.0,80,28
SKG_MT_452,2018,0.9240268468856812,0.7948717948717948,39.0,5,18
SKG_QA_380,2018,0.9395219683647156,0.7468354430379747,79.0,27,47
SKG_QA_381,2018,0.9414628148078918,0.7432432432432432,148.0,11,24
SKG_QA_382,2018,0.9362872242927552,0.6802721088435374,147.0,56,28
SKG_QA_384,2018,0.9728867411613464,0.7021276595744681,188.0,73,70
SKG_QA_343,2018,0.9386836886405944,0.8043478260869565,92.0,310,41
SKG_QA_127,2018,0.9287282228469848,0.7222222222222222,90.0,2,26
SKG_QA_133,2018,0.938917338848114,0.8396946564885496,131.0,101,25
SKG_QA_136,2018,0.9218215942382812,0.8108108108108109,74.0,515,51
SKG_QA_202,2018,0.952122688293457,0.7567567567567568,148.0,3,34
SKG_QA_212,2018,0.9364317059516908,0.7333333333333333,180.0,59,55
SKG_QA_220,2018,0.9370929598808287,0.8952380952380953,105.0,31,40
SKG_QA_176,2018,0.9300155639648438,0.6336633663366337,101.0,194,23
SKG_QA_177,2018,0.9354504346847534,0.7746478873239436,71.0,43,47
SKG_MT_952,2018,0.9492323994636536,0.7151162790697675,172.0,257,30
SKG_MT_425,2018,0.9327664375305176,0.79,100.0,37,33
SKG_MT_432,2018,0.9784326553344728,0.76,250.0,36,29
SKG_QA_271,2018,0.9355171322822572,0.7166666666666667,60.0,67,49
SKG_QA_224,2018,0.9451125264167786,0.7363636363636363,110.0,1433,21
SKG_QA_229,2018,0.9418739080429076,0.819672131147541,61.0,90,22
SKG_QA_230,2018,0.9744961857795716,0.8125,96.0,158,19
SKG_QA_243,2018,0.9345355033874512,0.7658227848101266,158.0,67,31
SKG_PAR_222,2018,0.9259434938430786,0.82,100.0,51,40
SKG_PAR_225,2018,0.945687472820282,0.7966101694915254,236.0,10,34
SKG_QA_38,2018,0.9301691055297852,0.6575342465753424,146.0,165,31
SKG_QA_40,2018,0.9400469064712524,0.8108108108108109,111.0,41,24
SKG_QA_36,2018,0.9226971864700316,0.8235294117647058,136.0,25,13
SKG_QA_60,2018,0.9318660497665404,0.7604166666666666,192.0,14,29
SKG_QA_71,2018,0.9459916949272156,0.803921568627451,51.0,432,58
SKG_QA_72,2018,0.9481443166732788,0.8050847457627118,118.0,147,46
SKG_QA_87,2018,0.947464108467102,0.7165775401069518,187.0,70,0
SKG_MT_393,2018,0.919540286064148,0.8319327731092437,119.0,16,29
SKG_MT_403,2018,0.9250303506851196,0.7722772277227723,101.0,4,16
SKG_MT_412,2018,0.9420722723007202,0.7254901960784313,153.0,15,40
SKG_MT_941,2018,0.93079936504364,0.7727272727272727,22.0,80,28
SKG_QA_166,2018,0.9279729127883912,0.8426966292134831,178.0,24,33
SKG_QA_169,2018,0.9369128942489624,0.7653061224489796,98.0,13,67
SKG_QA_124,2018,0.944656491279602,0.6666666666666666,69.0,3,19
SKG_PAR_99,2018,0.9390777349472046,0.7073170731707317,41.0,1,13
SKG_PAR_102,2018,0.9316970705986024,0.8241758241758241,91.0,2,24
SKG_PAR_68,2018,0.978014349937439,0.6898148148148148,216.0,11,54
SKG_PAR_168,2018,0.9407746195793152,0.8067226890756303,119.0,5,52
SKG_PAR_114,2018,0.9466387629508972,0.7723214285714286,224.0,21,18
SKG_PAR_117,2018,0.9388272166252136,0.722972972972973,148.0,4,51
SKG_PAR_151,2018,0.9149433374404908,0.7966101694915254,118.0,98,67
SKG_PAR_152,2018,0.940096080303192,0.7342657342657343,143.0,20,47
SKG_PAR_155,2018,0.943034529685974,0.8181818181818182,33.0,66,36
SKG_PAR_161,2018,0.945472240447998,0.723404255319149,141.0,7,27
SKG_MT_991,2018,0.9360935091972352,0.7285714285714285,140.0,15,23
SKG_MT_374,2018,0.9080268144607544,0.7828571428571428,175.0,324,31
SKG_MT_380,2018,0.9382476806640624,0.7468354430379747,158.0,33,36
SKG_PAR_191,2018,0.9332680702209472,0.6896551724137931,116.0,68,51
SKG_PAR_192,2018,0.9465967416763306,0.7448979591836735,196.0,50,52
SKG_PAR_214,2018,0.9537984728813172,0.7476635514018691,107.0,105,19
SKG_NLI_10,2018,0.9524042010307312,0.6985294117647058,136.0,17,13
SKG_NLI_12,2018,0.9242371320724488,0.7763975155279503,161.0,272,74
SKG_PAR_0,2018,0.9780702590942384,0.6721311475409836,61.0,54,58
SKG_MT_1443,2018,0.935572624206543,0.7222222222222222,72.0,2,4
SKG_PAR_4,2018,0.9551318287849426,0.7573529411764706,136.0,483,19
SKG_PAR_38,2018,0.937683880329132,0.8666666666666667,90.0,16,45
SKG_PAR_39,2018,0.9696551561355592,0.6808510638297872,141.0,75,69
SKG_PAR_42,2018,0.931669533252716,0.7796610169491526,118.0,370,54
SKG_PAR_76,2018,0.9289535284042358,0.788235294117647,85.0,2,30
SKG_MT_1020,2018,0.9454344511032104,0.6346153846153846,104.0,36,37
SKG_MT_1026,2018,0.9467790722846984,0.7445255474452555,137.0,37,27
SKG_MT_364,2018,0.931347668170929,0.7272727272727273,66.0,15,1
SKG_MT_985,2018,0.9394685626029968,0.7416666666666667,120.0,79,33
SKG_PAR_86,2018,0.9424020648002625,0.7979094076655052,287.0,270,23
SKG_PAR_88,2018,0.9713549613952636,0.6976744186046512,129.0,45,38
SKG_PAR_93,2018,0.9353407621383668,0.7454545454545455,55.0,10,37
SKG_MT_1140,2018,0.9745271801948548,0.8066666666666666,150.0,198,33
SKG_MT_1355,2018,0.9372175335884094,0.7901234567901234,81.0,196,31
SKG_MT_1369,2018,0.9713808298110962,0.7824074074074074,216.0,241,35
SKG_MT_1372,2018,0.9230079650878906,0.7608695652173914,46.0,5,34
SKG_MT_1402,2018,0.9420801997184752,0.7191011235955056,89.0,14,6
SKG_MT_1417,2018,0.9492608308792114,0.7181818181818181,110.0,36,31
SKG_MT_29,2018,0.9373213648796082,0.6976744186046512,172.0,5,0
SKG_MT_1424,2018,0.950971245765686,0.7837837837837838,222.0,135,40
SKG_MT_1433,2018,0.93970787525177,0.728,125.0,9,23
SKG_MT_1434,2018,0.9413673281669616,0.5909090909090909,66.0,35,31
SKG_MT_1452,2018,0.920352339744568,0.6310679611650486,103.0,20,13
SKG_MT_1049,2018,0.9338091611862184,0.7606837606837606,117.0,17,32
