global_paper_id,title
SKG_MT_1175,Character-Level Machine Translation Evaluation for Languages with Ambiguous Word Boundaries
SKG_MT_1176,JU-Saarland Submission to the WMT2019 English–Gujarati Translation Shared Task
SKG_MT_1177,Modified Distortion Matrices for Phrase-Based Statistical Machine Translation
SKG_MT_1178,"Worse WER, but Better BLEU Leveraging Word Embedding as Intermediate in Multitask End-to-End Speech Translation"
SKG_MT_1179,The University of Maryland’s Kazakh-English Neural Machine Translation System at WMT19
SKG_MT_1180,Multi-Task Neural Model for Agglutinative Language Translation
SKG_MT_1181,From Speech-to-Speech Translation to Automatic Dubbing
SKG_MT_1182,Reducing Gender Bias in Neural Machine Translation as a Domain Adaptation Problem
SKG_MT_1184,On the Importance of Word Boundaries in Character-level Neural Machine Translation
SKG_MT_1185,A Compact and Language-Sensitive Multilingual Translation Method
SKG_MT_1188,Multimodal Neural Machine Translation for English to Hindi
SKG_MT_1189,NRC Machine Translation System for WMT 2017
SKG_MT_1190,Exponentially Decaying Bag-of-Words Input Features for Feed-Forward Neural Network in Statistical Machine Translation
SKG_MT_1191,FBK Cross-Lingual Textual Entailment Without Translation
SKG_MT_1192,Putting Evaluation in Context Contextual Embeddings Improve Machine Translation Evaluation
SKG_MT_1193,Non-Isomorphic Forest Pair Translation
SKG_MT_1195,Characterizing Departures from Linearity in Word Translation
SKG_MT_1196,Handling Syntactic Divergence in Low-resource Machine Translation
SKG_MT_1197,Imitation Learning for Non-Autoregressive Neural Machine Translation
SKG_MT_1198,Monotonic Infinite Lookback Attention for Simultaneous Machine Translation
SKG_MT_1199,Statistical Machine Translation with a Factorized Grammar
SKG_MT_1200,PharmMT A Neural Machine Translation Approach to Simplify Prescription Directions
SKG_MT_1203,Tied Multitask Learning for Neural Speech Translation
SKG_MT_1206,The New Thot Toolkit for Fully-Automatic and Interactive Statistical Machine Translation
SKG_MT_1209,Language Models for Machine Translation Original vs. Translated Texts
SKG_MT_1211,Semantic Roles for String to Tree Machine Translation
SKG_MT_1212,"Not Low-Resource Anymore Aligner Ensembling, Batch Filtering, and New Datasets for Bengali-English Machine Translation"
SKG_MT_1213,Sentence Level Dialect Identification for Machine Translation System Selection
SKG_MT_1216,SOURCE SOURce-Conditional Elmo-style Model for Machine Translation Quality Estimation
SKG_MT_1217,English-Indonesian Neural Machine Translation for Spoken Language Domains
SKG_MT_1219,Minimum Risk Training for Neural Machine Translation
SKG_MT_1220,Hypothesis Mixture Decoding for Statistical Machine Translation
SKG_MT_1222,Top-Rank Enhanced Listwise Optimization for Statistical Machine Translation
SKG_MT_1223,Training Deeper Neural Machine Translation Models with Transparent Attention
SKG_MT_1225,Enriching Entity Translation Discovery using Selective Temporality
SKG_MT_1227,Blast A Tool for Error Analysis of Machine Translation Output
SKG_MT_1228,Using Syntactic Head Information in Hierarchical Phrase-Based Translation
SKG_MT_1229,A Continuous Space Rule Selection Model for Syntax-based Statistical Machine Translation
SKG_MT_1230,PRIMT A Pick-Revise Framework for Interactive Machine Translation
SKG_MT_1231,Applying Morphological Decompositions to Statistical Machine Translation
SKG_MT_1232,Discriminative Sample Selection for Statistical Machine Translation
SKG_MT_1233,Syntactically Guided Neural Machine Translation
SKG_MT_1234,"When a Good Translation is Wrong in Context Context-Aware Machine Translation Improves on Deixis, Ellipsis, and Lexical Cohesion"
SKG_MT_1236,LetsMT! Cloud-Based Platform for Do-It-Yourself Machine Translation
SKG_MT_1238,CASIA’s System for IWSLT 2020 Open Domain Translation
SKG_MT_1239,Neural Machine Translation Leveraging Phrase-based Models in a Hybrid Search
SKG_MT_1240,ESPnet-ST All-in-One Speech Translation Toolkit
SKG_MT_1241,The RWTH Aachen University Machine Translation Systems for WMT 2019
SKG_MT_1242,A Multi-Domain Translation Model Framework for Statistical Machine Translation
SKG_MT_1243,Distilling Multiple Domains for Neural Machine Translation
SKG_MT_1244,A Corpus Level MIRA Tuning Strategy for Machine Translation
SKG_MT_1248,Machine Translation Detection from Monolingual Web-Text
SKG_MT_1251,Machine Translation Reference-less Evaluation using YiSi-2 with Bilingual Mappings of Massive Multilingual Language Model
SKG_MT_1252,Assessing the Discourse Factors that Influence the Quality of Machine Translation
SKG_MT_1253,Bilingually-constrained Phrase Embeddings for Machine Translation
SKG_MT_1254,Dependency Graph-to-String Translation
SKG_MT_1257,Bootstrapping Translation Detection and Sentence Extraction from Comparable Corpora
SKG_MT_1258,Effectively pretraining a speech translation decoder with Machine Translation data
SKG_MT_1259,Variational Neural Machine Translation with Normalizing Flows
SKG_MT_1261,Unsupervised Paraphrasing without Translation
SKG_MT_1262,Learning a Multi-Domain Curriculum for Neural Machine Translation
SKG_MT_1264,Machine Translation Evaluation Meets Community Question Answering
SKG_MT_1267,Unsupervised Neural Machine Translation with Future Rewarding
SKG_MT_1269,Fully Quantized Transformer for Machine Translation
SKG_MT_1271,Parameter Sharing Methods for Multilingual Self-Attentional Translation Models
SKG_MT_1272,Zero-Shot Translation Quality Estimation with Explicit Cross-Lingual Patterns
SKG_MT_1274,Hard-Coded Gaussian Attention for Neural Machine Translation
SKG_MT_1275,UCSMNLP Statistical Machine Translation for WAT 2019
SKG_MT_1276,Using Syntactic Head Information in Hierarchical Phrase-Based Translation
SKG_MT_1277,"Filtering Antonymous, Trend-Contrasting, and Polarity-Dissimilar Distributional Paraphrases for Improving Statistical Machine Translation"
SKG_MT_1278,Adaptive Multi-pass Decoder for Neural Machine Translation
SKG_MT_1279,Tagged Back-Translation
SKG_MT_1280,Docent A Document-Level Decoder for Phrase-Based Statistical Machine Translation
SKG_MT_1282,Modeling Syntactic and Semantic Structures in Hierarchical Phrase-based Translation
SKG_MT_1285,Saliency-driven Word Alignment Interpretation for Neural Machine Translation
SKG_MT_1287,Dynamic Data Selection for Neural Machine Translation
SKG_MT_1288,Zero-Resource Translation with Multi-Lingual Neural Machine Translation
SKG_MT_1289,Improving Neural Machine Translation with Soft Template Prediction
SKG_MT_1290,Fast and Adaptive Online Training of Feature-Rich Translation Models
SKG_MT_1291,End-to-End Non-Autoregressive Neural Machine Translation with Connectionist Temporal Classification
SKG_MT_1293,SHEF-NN Translation Quality Estimation with Neural Networks
SKG_MT_1295,Local System Voting Feature for Machine Translation System Combination
SKG_MT_1296,Syntax-Enhanced Neural Machine Translation with Syntax-Aware Word Representations
SKG_MT_1298,Semi-supervised Convolutional Networks for Translation Adaptation with Tiny Amount of In-domain Data
SKG_MT_1301,Simpler and Faster Learning of Adaptive Policies for Simultaneous Translation
SKG_MT_1304,Learning a Lexicon and Translation Model from Phoneme Lattices
SKG_MT_1306,Binarized Forest to String Translation
SKG_MT_1310,A Systematic Exploration of Diversity in Machine Translation
SKG_MT_1311,Speed-Constrained Tuning for Statistical Machine Translation Using Bayesian Optimization
SKG_MT_1313,Integration of Multiple Bilingually-Learned Segmentation Schemes into Statistical Machine Translation
SKG_MT_1314,Tree-to-Sequence Attentional Neural Machine Translation
SKG_MT_1316,Graph-based Semi-Supervised Learning of Translation Models from Monolingual Data
SKG_MT_1320,Evaluating Machine Translations Using mNCD
SKG_MT_1321,Simple and Effective Paraphrastic Similarity from Parallel Translations
SKG_MT_1323,On the Linguistic Representational Power of Neural Machine Translation Models
SKG_MT_1324,Scalable Decipherment for Machine Translation via Hash Sampling
SKG_MT_1325,Model Combination for Machine Translation
SKG_MT_1326,Integrating Phrase-based Reordering Features into a Chart-based Decoder for Machine Translation
SKG_MT_1327,Hierarchical Chunk-to-String Translation
SKG_MT_1330,E-rating Machine Translation
SKG_MT_1331,Learning Source Phrase Representations for Neural Machine Translation
SKG_MT_1333,"ParFDA for Fast Deployment of Accurate Statistical Machine Translation Systems, Benchmarks, and Statistics"
SKG_MT_1334,Two-Phase Cross-Lingual Language Model Fine-Tuning for Machine Translation Quality Estimation
SKG_MT_1340,Extended Translation Models in Phrase-based Decoding
SKG_MT_1341,Language Model Prior for Low-Resource Neural Machine Translation
SKG_MT_1342,Complete Multilingual Neural Machine Translation
SKG_MT_1345,Curriculum Pre-training for End-to-End Speech Translation
SKG_MT_1346,Composing Relationships with Translations
SKG_MT_1347,Fast and Robust Neural Network Joint Models for Statistical Machine Translation
SKG_MT_1348,Automatic Machine Translation Evaluation in Many Languages via Zero-Shot Paraphrasing
SKG_MT_1349,Enhancing Statistical Machine Translation with Character Alignment
SKG_MT_1350,ON-TRAC Consortium End-to-End Speech Translation Systems for the IWSLT 2019 Shared Task
SKG_MT_1355,SwitchOut an Efficient Data Augmentation Algorithm for Neural Machine Translation
SKG_MT_1356,KIT’s IWSLT 2020 SLT Translation System
SKG_MT_1357,Better OOV Translation with Bilingual Terminology Mining
SKG_MT_1358,Generalizing Back-Translation in Neural Machine Translation
SKG_MT_1359,The Helsinki Neural Machine Translation System
SKG_MT_1361,Toward Statistical Machine Translation without Parallel Corpora
SKG_MT_1362,Data Rejuvenation Exploiting Inactive Training Examples for Neural Machine Translation
SKG_MT_1363,Localizing Open-Ontology QA Semantic Parsers in a Day Using Machine Translation
SKG_MT_1366,What do Neural Machine Translation Models Learn about Morphology
SKG_MT_1367,Using Distributional Similarity of Multi-way Translations to Predict Multiword Expression Compositionality
SKG_MT_1368,The University of Helsinki Submission to the IWSLT2020 Offline SpeechTranslation Task
SKG_MT_1369,Universal Neural Machine Translation for Extremely Low Resource Languages
SKG_MT_1370,CASICT-DCU Neural Machine Translation Systems for WMT17
SKG_MT_1371,Retrieving Sequential Information for Non-Autoregressive Neural Machine Translation
SKG_MT_1372,On the Evaluation of Semantic Phenomena in Neural Machine Translation Using Natural Language Inference
SKG_MT_1374,Simple and Effective Noisy Channel Modeling for Neural Machine Translation
SKG_MT_1375,LIUM SMT Machine Translation System for WMT 2010
SKG_MT_1376,The Karlsruhe Institute of Technology Translation Systems for the WMT 2012
SKG_MT_1380,LeBLEU N-gram-based Translation Evaluation Score for Morphologically Complex Languages
SKG_MT_1382,Non-Autoregressive Machine Translation with Latent Alignments
SKG_MT_1383,"Machine Translation, it’s a question of style, innit The case of English tag questions"
SKG_MT_1384,Facilitating Translation Using Source Language Paraphrase Lattices
SKG_MT_1386,Phrase Training Based Adaptation for Statistical Machine Translation
SKG_MT_1387,Effective Domain Mixing for Neural Machine Translation
SKG_MT_1389,Machine Translation With Weakly Paired Documents
SKG_MT_1390,The LIGA (LIGLIA) Machine Translation System for WMT 2011
SKG_MT_1391,Transformer-based Double-token Bidirectional Autoregressive Decoding in Neural Machine Translation
SKG_MT_1393,Tencent AI Lab Machine Translation Systems for the WMT20 Biomedical Translation Task
SKG_MT_1394,Evaluating Machine Translations Using mNCD
SKG_MT_1395,Learning Translation Consensus with Structured Label Propagation
SKG_MT_1397,Widening the Representation Bottleneck in Neural Machine Translation with Lexical Shortcuts
SKG_MT_1398,Robust Neural Machine Translation with Doubly Adversarial Inputs
SKG_MT_1399,From n-gram-based to CRF-based Translation Models
SKG_MT_1400,Machine Learning for Hybrid Machine Translation
SKG_MT_1402,Multi-Source Neural Machine Translation with Data Augmentation
SKG_MT_1403,Unsupervised Adaptation for Statistical Machine Translation
SKG_MT_1404,Learning to Generate Word- and Phrase-Embeddings for Efficient Phrase-Based Neural Machine Translation
SKG_MT_1405,NICT’s Machine Translation Systems for the WMT19 Similar Language Translation Task
SKG_MT_1407,Using Context in Neural Machine Translation Training Objectives
SKG_MT_1409,Lexically Constrained Neural Machine Translation with Levenshtein Transformer
SKG_MT_1416,A Teacher-Student Framework for Zero-Resource Neural Machine Translation
SKG_MT_1417,Improving Unsupervised Word-by-Word Translation with Language Model and Denoising Autoencoder
SKG_MT_1418,Monash University’s Submissions to the WNGT 2019 Document Translation Task
SKG_MT_1419,UCSMNLP Statistical Machine Translation for WAT 2019
SKG_MT_1420,Adapting Multilingual Neural Machine Translation to Unseen Languages
SKG_MT_1421,Smaller Alignment Models for Better Translations Unsupervised Word Alignment with the l0-norm
SKG_MT_1422,Unsupervised Question Answering by Cloze Translation
SKG_MT_1424,Unsupervised Neural Machine Translation with Weight Sharing
SKG_MT_1425,Selecting Data for English-to-Czech Machine Translation
SKG_MT_1428,Imitation Attacks and Defenses for Black-box Machine Translation Systems
SKG_MT_1429,Dialectal Arabic to English Machine Translation Pivoting through Modern Standard Arabic
SKG_MT_1430,Touch Editing A Flexible One-Time Interaction Approach for Translation
SKG_MT_1431,End-to-End Simultaneous Translation System for IWSLT2020 Using Modality Agnostic Meta-Learning
SKG_MT_1432,Instance Weighting for Neural Machine Translation Domain Adaptation
SKG_MT_1433,Towards Two-Dimensional Sequence to Sequence Model in Neural Machine Translation
SKG_MT_1434,Learning Hidden Unit Contribution for Adapting Neural Machine Translation Models
SKG_MT_1437,SORT An Interactive Source-Rewriting Tool for Improved Translation
SKG_MT_1441,CASMACAT A Computer-assisted Translation Workbench
SKG_MT_1443,Japanese Predicate Conjugation for Neural Machine Translation
SKG_MT_1444,Neural Machine Translation with Source Dependency Representation
SKG_MT_1445,Improving Mongolian-Chinese Neural Machine Translation with Morphological Noise
SKG_MT_1447,Simultaneous Translation Policies From Fixed to Adaptive
SKG_MT_1450,"Machine Translation for English–Inuktitut with Segmentation, Data Acquisition and Pre-Training"
SKG_MT_1451,Challenging Language-Dependent Segmentation for Arabic An Application to Machine Translation and Part-of-Speech Tagging
SKG_MT_1452,Automatic Post-Editing of Machine Translation A Neural Programmer-Interpreter Approach
SKG_MT_1456,Learning Word Reorderings for Hierarchical Phrase-based Statistical Machine Translation
SKG_MT_1457,Combining Sequence Distillation and Transfer Learning for Efficient Low-Resource Neural Machine Translation Models
SKG_MT_1461,Automatically Predicting Sentence Translation Difficulty
SKG_MT_1463,Selective Attention for Context-aware Neural Machine Translation
SKG_MT_1465,Multimodal Machine Translation with Embedding Prediction
SKG_MT_1466,Trainable Greedy Decoding for Neural Machine Translation
SKG_MT_1467,Neural Machine Translation with Word Predictions
SKG_MT_1468,Content Word Aware Neural Machine Translation
SKG_MT_1469,"Simple, Scalable Adaptation for Neural Machine Translation"
SKG_MT_1473,Detecting Highly Confident Word Translations from Comparable Corpora without Any Prior Knowledge
SKG_MT_1474,Learning Continuous Phrase Representations for Translation Modeling
SKG_MT_1475,Sequence to Sequence Mixture Model for Diverse Machine Translation
SKG_NLI_0,Discriminative Nearest Neighbor Few-Shot Intent Detection by Transferring Natural Language Inference
SKG_NLI_2,Supervised Learning of Universal Sentence Representations from Natural Language Inference Data
SKG_NLI_3,Unsupervised Natural Language Inference via Decoupled Multimodal Contrastive Learning
SKG_NLI_4,Discourse Marker Augmented Network with Reinforcement Learning for Natural Language Inference
SKG_NLI_5,Dual Inference for Improving Language Understanding and Generation
SKG_NLI_8,Mining Knowledge for Natural Language Inference from Wikipedia Categories
SKG_NLI_10,DR-BiLSTM Dependent Reading Bidirectional LSTM for Natural Language Inference
SKG_NLI_12,Neural Natural Language Inference Models Enhanced with External Knowledge
SKG_NLI_16,Avoiding the Hypothesis-Only Bias in Natural Language Inference via Ensemble Adversarial Training
SKG_NLI_17,General Purpose Text Embeddings from Pre-trained Language Models for Scalable Inference
SKG_NLI_18,Discriminatively-Tuned Generative Classifiers for Robust Natural Language Inference
SKG_NLI_19,Enhancing Generalization in Natural Language Inference by Syntax
SKG_PAR_0,Scene Graph Parsing as Dependency Parsing
SKG_PAR_1,Transition-based Parsing with Stack-Transformers
SKG_PAR_3,Vine Pruning for Efficient Multi-Pass Dependency Parsing
SKG_PAR_4,Constituency Parsing with a Self-Attentive Encoder
SKG_PAR_5,Transition-Based Dependency Parsing with Heuristic Backtracking
SKG_PAR_6,Pushing the Limits of AMR Parsing with Self-Learning
SKG_PAR_7,LSTM Shift-Reduce CCG Parsing
SKG_PAR_8,Improving Compositional Generalization in Semantic Parsing
SKG_PAR_9,UofR at SemEval-2016 Task 8 Learning Synchronous Hyperedge Replacement Grammar for AMR Parsing
SKG_PAR_10,The SLT-Interactions Parsing System at the CoNLL 2018 Shared Task
SKG_PAR_11,Conversational Semantic Parsing
SKG_PAR_13,Cross-Lingual Dependency Parsing by POS-Guided Word Reordering
SKG_PAR_14,Evaluating Dependency Parsing Robust and Heuristics-Free Cross-Annotation Evaluation
SKG_PAR_16,Rethinking Self-Attention Towards Interpretability in Neural Parsing
SKG_PAR_18,Arc-swift A Novel Transition System for Dependency Parsing
SKG_PAR_20,Easy-First POS Tagging and Dependency Parsing with Beam Search
SKG_PAR_21,Exploring Contextualized Neural Language Models for Temporal Dependency Parsing
SKG_PAR_23,Grounded Adaptation for Zero-shot Executable Semantic Parsing
SKG_PAR_25,JBNU at MRP 2019 Multi-level Biaffine Attention for Semantic Dependency Parsing
SKG_PAR_26,Bridging Textual and Tabular Data for Cross-Domain Text-to-SQL Semantic Parsing
SKG_PAR_28,Joint Syntacto-Discourse Parsing and the Syntacto-Discourse Treebank
SKG_PAR_29,Integrated Learning of Dialog Strategies and Semantic Parsing
SKG_PAR_32,Unsupervised Parsing with S-DIORA Single Tree Encoding for Deep Inside-Outside Recursive Autoencoders
SKG_PAR_34,Optimistic Backtracking - A Backtracking Overlay for Deterministic Incremental Parsing
SKG_PAR_35,On WordNet Semantic Classes and Dependency Parsing
SKG_PAR_36,Global Neural CCG Parsing with Optimality Guarantees
SKG_PAR_38,Global Transition-based Non-projective Dependency Parsing
SKG_PAR_39,Semantic Parsing with Syntax- and Table-Aware SQL Generation
SKG_PAR_42,Coarse-to-Fine Decoding for Neural Semantic Parsing
SKG_PAR_44,English Multiword Expression-aware Dependency Parsing Including Named Entities
SKG_PAR_46,A Transition-based System for Universal Dependency Parsing
SKG_PAR_51,An Unsupervised Joint System for Text Generation from Knowledge Graphs and Semantic Parsing
SKG_PAR_52,Approximate PCFG Parsing Using Tensor Decomposition
SKG_PAR_53,Leveraging Domain-Independent Information in Semantic Parsing
SKG_PAR_56,Joint Inference for Heterogeneous Dependency Parsing
SKG_PAR_57,Neural Architectures for Multilingual Semantic Parsing
SKG_PAR_59,Effective Greedy Inference for Graph-based Non-Projective Dependency Parsing
SKG_PAR_61,Efficient Disfluency Detection with Transition-based Parsing
SKG_PAR_63,The HIT-SCIR System for End-to-End Parsing of Universal Dependencies
SKG_PAR_64,Compressing Transformer-Based Semantic Parsing Models using Compositional Code Embeddings
SKG_PAR_65,Parsing with Context Embeddings
SKG_PAR_67,Feature Optimization for Constituent Parsing via Neural Networks
SKG_PAR_68,End-to-End Graph-Based TAG Parsing with Neural Networks
SKG_PAR_69,Uptraining for Accurate Deterministic Question Parsing
SKG_PAR_70,Keep it Surprisingly Simple A Simple First Order Graph Based Parsing Model for Joint Morphosyntactic Parsing in Sanskrit
SKG_PAR_72,Combining Global Models for Parsing Universal Dependencies
SKG_PAR_74,Initial Explorations of CCG Supertagging for Universal Dependency Parsing
SKG_PAR_75,"Tokenizing, POS Tagging, Lemmatizing and Parsing UD 2.0 with UDPipe"
SKG_PAR_76,Approximate Dynamic Oracle for Dependency Parsing with Reinforcement Learning
SKG_PAR_77,Amazon at MRP 2019 Parsing Meaning Representations with Lexical and Phrasal Anchoring
SKG_PAR_78,Combining Generative and Discriminative Approaches to Unsupervised Dependency Parsing via Dual Decomposition
SKG_PAR_79,An Effective Neural Network Model for Graph-based Dependency Parsing
SKG_PAR_81,UDapter Language Adaptation for Truly Universal Dependency Parsing
SKG_PAR_83,Online Back-Parsing for AMR-to-Text Generation
SKG_PAR_84,Identifying Cascading Errors using Constraints in Dependency Parsing
SKG_PAR_86,Universal Dependency Parsing from Scratch
SKG_PAR_87,Improved Fully Unsupervised Parsing with Zoomed Learning
SKG_PAR_88,Parsing Speech a Neural Approach to Integrating Lexical and Acoustic-Prosodic Information
SKG_PAR_89,Effects of Noun Phrase Bracketing in Dependency Parsing and Machine Translation
SKG_PAR_90,Joint Syntacto-Discourse Parsing and the Syntacto-Discourse Treebank
SKG_PAR_92,TAG Parsing with Neural Networks and Vector Representations of Supertags
SKG_PAR_93,Transition-based Parsing with Lighter Feed-Forward Networks
SKG_PAR_94,Accurate Parsing with Compact Tree-Substitution Grammars Double-DOP
SKG_PAR_95,Stack-based Multi-layer Attention for Transition-based Dependency Parsing
SKG_PAR_99,"82 Treebanks, 34 Models Universal Dependency Parsing with Multi-Treebank Models"
SKG_PAR_100,Structured Training for Neural Network Transition-Based Parsing
SKG_PAR_101,SJTU-NICT at MRP 2019 Multi-Task Learning for End-to-End Uniform Semantic Graph Parsing
SKG_PAR_102,Pre- and In-Parsing Models for Neural Empty Category Detection
SKG_PAR_105,A Novel Neural Network Model for Joint POS Tagging and Graph-based Dependency Parsing
SKG_PAR_106,The Effect of Higher-Order Dependency Features in Discriminative Phrase-Structure Parsing
SKG_PAR_110,Joint Transition-based Dependency Parsing and Disfluency Detection for Automatic Speech Recognition Texts
SKG_PAR_111,Low-Resource Domain Adaptation for Compositional Task-Oriented Semantic Parsing
SKG_PAR_112,Neural Machine Translation with Source-Side Latent Graph Parsing
SKG_PAR_113,Incremental Predictive Parsing with TurboParser
SKG_PAR_114,"Semi-Supervised Neural System for Tagging, Parsing and Lematization"
SKG_PAR_115,Neural Semantic Parsing over Multiple Knowledge-bases
SKG_PAR_116,Joint Dependency Parsing and Multiword Expression Tokenization
SKG_PAR_117,Multitask Parsing Across Semantic Representations
SKG_PAR_118,Beyond Sentential Semantic Parsing Tackling the Math SAT with a Cascade of Tree Transducers
SKG_PAR_119,A Morphology-Based Representation Model for LSTM-Based Dependency Parsing of Agglutinative Languages
SKG_PAR_122,CRF Autoencoder for Unsupervised Dependency Parsing
SKG_PAR_124,Neural CRF Parsing
SKG_PAR_125,Creating POS Tagging and Dependency Parsing Experts via Topic Modeling
SKG_PAR_126,Adversarial Training for Cross-Domain Universal Dependency Parsing
SKG_PAR_127,The Challenges of Parsing Chinese with Combinatory Categorial Grammar
SKG_PAR_131,Character-level Representations Improve DRS-based Semantic Parsing Even in the Age of BERT
SKG_PAR_132,"Parsing All Syntax and Semantics, Dependencies and Spans"
SKG_PAR_135,Bi-directional Attention with Agreement for Dependency Parsing
SKG_PAR_137,XL-AMR Enabling Cross-Lingual AMR Parsing with Transfer Learning Techniques
SKG_PAR_139,Iterative Transformation of Annotation Guidelines for Constituency Parsing
SKG_PAR_143,Learning Contextually Informed Representations for Linear-Time Discourse Parsing
SKG_PAR_146,Graph-to-Graph Transformer for Transition-based Dependency Parsing
SKG_PAR_147,Human-in-the-Loop Parsing
SKG_PAR_150,A Pilot Study of Text-to-SQL Semantic Parsing for Vietnamese
SKG_PAR_151,StructVAE Tree-structured Latent Variable Models for Semi-supervised Semantic Parsing
SKG_PAR_152,An Improved Neural Network Model for Joint POS Tagging and Dependency Parsing
SKG_PAR_155,Cross-Lingual Abstract Meaning Representation Parsing
SKG_PAR_156,Delexicalized Word Embeddings for Cross-lingual Dependency Parsing
SKG_PAR_158,ELMoLex Connecting ELMo and Lexicon Features for Dependency Parsing
SKG_PAR_161,Multilingual Universal Dependency Parsing from Raw Text with Low-Resource Language Enhancement
SKG_PAR_162,Equation Parsing  Mapping Sentences to Grounded Equations
SKG_PAR_163,An Instance Level Approach for Shallow Semantic Parsing in Scientific Procedural Text
SKG_PAR_168,Sentences with Gapping Parsing and Reconstructing Elided Predicates
SKG_PAR_172,RIGA at SemEval-2016 Task 8 Impact of Smatch Extensions and Character-Level Neural Translation on AMR Parsing Accuracy
SKG_PAR_173,Unsupervised Neural Dependency Parsing
SKG_PAR_174,Dependency Parsing with your Eyes Dependency Structure Predicts Eye Regressions During Reading
SKG_PAR_175,Using Left-corner Parsing to Encode Universal Structural Constraints in Grammar Induction
SKG_PAR_176,A System for Multilingual Dependency Parsing based on Bidirectional LSTM Feature Representations
SKG_PAR_177,Improving Neural Parsing by Disentangling Model Combination and Reranking Effects
SKG_PAR_178,Parsing as Language Modeling
SKG_PAR_180,Parsing Universal Dependencies without training
SKG_PAR_182,Improving Semantic Parsing via Answer Type Inference
SKG_PAR_183,A Two-Stage Parsing Method for Text-Level Discourse Analysis
SKG_PAR_185,Semantic Parsing for Single-Relation Question Answering
SKG_PAR_186,Dependency Parsing as Head Selection
SKG_PAR_191,Confidence Modeling for Neural Semantic Parsing
SKG_PAR_192,Sequence-to-Action End-to-End Semantic Graph Generation for Semantic Parsing
SKG_PAR_194,Parsing Graphs with Regular Graph Grammars
SKG_PAR_197,Cross-domain Semantic Parsing via Paraphrasing
SKG_PAR_200,Concavity and Initialization for Unsupervised Dependency Parsing
SKG_PAR_202,Utilizing Extra-Sentential Context for Parsing
SKG_PAR_203,Evaluating Semantic Parsing against a Simple Web-based Question Answering Model
SKG_PAR_204,"A Lattice-based Framework for Joint Chinese Word Segmentation, POS Tagging and Parsing"
SKG_PAR_210,Effective Inference for Generative Neural Parsing
SKG_PAR_211,Improving AMR Parsing with Sequence-to-Sequence Pre-training
SKG_PAR_212,Enforcing Structural Diversity in Cube-pruned Dependency Parsing
SKG_PAR_213,Conversational Semantic Parsing for Dialog State Tracking
SKG_PAR_214,"Towards Better UD Parsing Deep Contextualized Word Embeddings, Ensemble, and Treebank Concatenation"
SKG_PAR_215,Unsupervised Dependency Parsing without Gold Part-of-Speech Tags
SKG_PAR_219,A Unified Framework for Scope Learning via Simplified Shallow Semantic Parsing
SKG_PAR_222,Twitter Universal Dependency Parsing for African-American and Mainstream American English
SKG_PAR_223,Span-Based Constituency Parsing with a Structure-Label System and Provably Optimal Dynamic Oracles
SKG_PAR_224,Character Composition Model with Convolutional Neural Networks for Dependency Parsing on Morphologically Rich Languages
SKG_PAR_225,Universal Dependency Parsing for Hindi-English Code-Switching
NOVEL_QA_0,Mind Your Outliers! Investigating the Negative Impact of Outliers on Active Learning for Visual Question Answering
NOVEL_QA_1,Will this Question be Answered Question Filtering via Answer Model Distillation for Efficient Question Answering
NOVEL_QA_2,"CoSQA 20,000+ Web Queries for Code Search and Question Answering"
NOVEL_QA_3,Simple Entity-Centric Questions Challenge Dense Retrievers
NOVEL_QA_4,Answering Open-Domain Questions of Varying Reasoning Steps from Text
NOVEL_QA_5,On the Efficacy of Adversarial Data Collection for Question Answering Results from a Large-Scale Randomized Study
NOVEL_QA_7,Addressing Semantic Drift in Generative Question Answering with Auxiliary Extraction
NOVEL_QA_8,End-to-End Training of Neural Retrievers for Open-Domain Question Answering
NOVEL_QA_10,Contrastive Domain Adaptation for Question Answering using Limited Text Corpora
NOVEL_QA_12,Improving Unsupervised Question Answering via Summarization-Informed Question Generation
NOVEL_QA_13,Joint Multi-modal Aspect-Sentiment Analysis with Auxiliary Cross-modal Relation Detection
NOVEL_QA_14,Controllable Open-ended Question Generation with A New Question Type Ontology
NOVEL_QA_15,Learning Implicit Sentiment in Aspect-based Sentiment Analysis with Supervised Contrastive Pre-Training
NOVEL_QA_16,Cross-lingual Aspect-based Sentiment Analysis with Aspect Term Code-Switching
NOVEL_QA_17,Topic Transferable Table Question Answering
NOVEL_QA_18,Have You Seen That Number Investigating Extrapolation in Question Answering Models
NOVEL_QA_21,xMoCo Cross Momentum Contrastive Learning for Open-Domain Question Answering
NOVEL_QA_22,Adaptive Information Seeking for Open-Domain Question Answering
NOVEL_QA_23,NB-MLM Efficient Domain Adaptation of Masked Language Models for Sentiment Analysis
NOVEL_QA_24,UPB at SemEval-2021 Task 8 Extracting Semantic Information on Measurements as Multi-Turn Question Answering
NOVEL_QA_25,Mitigating False-Negative Contexts in Multi-document Question Answering with Retrieval Marginalization
NOVEL_QA_26,Generative Context Pair Selection for Multi-hop Question Answering
NOVEL_QA_27,Distantly-Supervised Dense Retrieval Enables Open-Domain Question Answering without Evidence Annotation
NOVEL_QA_30,A Neural Model for Joint Document and Snippet Ranking in Question Answering for Large Document Collections
NOVEL_QA_32,Multimodal Phased Transformer for Sentiment Analysis
NOVEL_QA_33,Reinforcement Learning for Abstractive Question Summarization with Question-aware Semantic Rewards
