topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights,year
QA,W4223437809,197,auto,Availability,of,data and materials,Availability of data and materials,,2022
QA,W4223437809,198,auto,erred,to,in the supplementary,erred to in the supplementary,,2022
QA,W4223437809,200,auto,The,online,version contains supplementary,The online version contains supplementary,,2022
QA,W4223437809,201,auto,Additional,file,2 . Authors',Additional file 2 . Authors',,2022
QA,W4223437809,202,auto,Lars,Jacob,"Stovner , Knut","Lars Jacob Stovner , Knut",,2022
QA,W4223437809,203,auto,Lars,Jacob,Stovner wrote the,Lars Jacob Stovner wrote the,,2022
QA,W4223437809,204,auto,The,author,( s ),The author ( s ),,2022
QA,W4223437809,206,auto,The,study,was funded by,The study was funded by,,2022
QA,W4223437809,207,auto,Declarations,Ethics,approval and consent,Declarations Ethics approval and consent,,2022
QA,W4223437809,208,auto,Consent,for,publication All authors,Consent for publication All authors,,2022
QA,W4223437809,210,auto,The,authors,have no competing,The authors have no competing,,2022
QA,W4223437809,211,auto,Publisher's,Note,Springer Nature remains,Publisher's Note Springer Nature remains,,2022
QA,W4223437809,212,auto,Lifting,the,burden : The,Lifting the burden : The,,2022
QA,W4223437809,213,auto,Global,",","regional , and","Global , regional , and",,2022
QA,W4223437809,215,auto,Migraine,remains,second among the,Migraine remains second among the,,2022
QA,W4223437809,217,auto,The,methodology,of population surveys,The methodology of population surveys,,2022
QA,W4223437809,218,auto,The,global,burden of headache,The global burden of headache,,2022
QA,W4223437809,219,auto,The,Epidemiology,of Migraine Headache,The Epidemiology of Migraine Headache,,2022
QA,W4223437809,220,auto,Prevalence,of,headache and migraine,Prevalence of headache and migraine,,2022
QA,W4223437809,221,auto,ational,Headache,Society ( IHS,ational Headache Society ( IHS,,2022
QA,W4223437809,222,auto,A,face,- to -,A face - to -,,2022
QA,W4223437809,223,auto,Quality,assessment,of prevalence studies,Quality assessment of prevalence studies,,2022
QA,W4223437809,224,auto,Migraine,associated,with altitude :,Migraine associated with altitude :,,2022
QA,W4223437809,225,auto,Time,trends,in the prevalence,Time trends in the prevalence,,2022
QA,W4223437809,226,auto,The,Nord,- Trondelag Health,The Nord - Trondelag Health,,2022
QA,W4223437809,227,auto,Rising,prevalence,of migraine in,Rising prevalence of migraine in,,2022
QA,W4223437809,228,auto,A,Danish,population survey A,A Danish population survey A,,2022
QA,W4223437809,229,auto,The,prevalence,of migraine in,The prevalence of migraine in,,2022
QA,W4223437809,230,auto,Years,lived,with disability (,Years lived with disability (,,2022
QA,W4223437809,231,auto,2010,Disease,and Injury Incidence,2010 Disease and Injury Incidence,,2022
QA,W4223437809,232,auto,udy,Gbd,Lancet 388 2015,udy Gbd Lancet 388 2015,,2022
QA,W4223437809,233,auto,A,universal,outcome measure for,A universal outcome measure for,,2022
QA,W4223437809,234,auto,Use,of,the International Classification,Use of the International Classification,,2022
QA,W4383346782,0,auto,The,imperative,for regulatory oversight,The imperative for regulatory oversight,,2023
QA,W4383346782,1,auto,The,imperative,for regulatory oversight,The imperative for regulatory oversight,,2023
QA,W4383346782,2,auto,The,rapid,advancements in artificial,The rapid advancements in artificial,,2023
QA,W4383346782,3,auto,The,potential,implementation of LLMs,The potential implementation of LLMs,,2023
QA,W4383346782,4,auto,While,offering,"transformative potential ,","While offering transformative potential ,",,2023
QA,W4383346782,5,auto,The,newest,"version , GPT","The newest version , GPT",,2023
QA,W4383346782,6,auto,Besides,being,an advanced LLM,Besides being an advanced LLM,,2023
QA,W4383346782,7,auto,The,regulation,of GPT -,The regulation of GPT -,,2023
QA,W4383346782,8,auto,We,argue,that regulatory oversight,We argue that regulatory oversight,,2023
QA,W4383346782,9,auto,This,paper,summarizes our practical,This paper summarizes our practical,,2023
QA,W4383346782,11,auto,The,rapid,advancements in artificial,The rapid advancements in artificial,,2023
QA,W4383346782,12,auto,Diverse,applications,of LLMs have,Diverse applications of LLMs have,,2023
QA,W4383346782,13,auto,LLMs,can,also assist,LLMs can also assist,,2023
QA,W4383346782,14,auto,physicians,in,diagnosing conditions based,physicians in diagnosing conditions based,,2023
QA,W4383346782,15,auto,At,the,"same time ,","At the same time ,",,2023
QA,W4383346782,16,auto,Systematic,reviews,highlighted other potential,Systematic reviews highlighted other potential,,2023
QA,W4383346782,17,auto,The,regulation,of these LLMs,The regulation of these LLMs,,2023
QA,W4383346782,18,auto,Whatever,concerns,have been previously,Whatever concerns have been previously,,2023
QA,W4383346782,19,auto,This,paper,explores the potential,This paper explores the potential,,2023
QA,W4383346782,20,auto,LLMS,DIFFER,FROM ALREADY REGULATED,LLMS DIFFER FROM ALREADY REGULATED,,2023
QA,W4383346782,21,auto,LLMs,differ,significantly from prior,LLMs differ significantly from prior,,2023
QA,W4383346782,22,auto,Here,we,outline the key,Here we outline the key,,2023
QA,W4383346782,23,auto,Scale,and,complexity LLMs are,Scale and complexity LLMs are,,2023
QA,W4383346782,24,auto,This,level,of sophistication requires,This level of sophistication requires,,2023
QA,W4383346782,25,auto,Moreover,",",LLMs use tokens,"Moreover , LLMs use tokens",,2023
QA,W4383346782,26,auto,Tokenization,is,a crucial step,Tokenization is a crucial step,,2023
QA,W4383346782,27,auto,Currently,",",tokenization is not,"Currently , tokenization is not",,2023
QA,W4383346782,28,auto,Hardware,requirements,LLMs require massive,Hardware requirements LLMs require massive,,2023
QA,W4383346782,30,auto,Unlike,specialized,deep learning models,Unlike specialized deep learning models,,2023
QA,W4383346782,31,auto,ns,",",such as healthcare,"ns , such as healthcare",,2023
QA,W4383346782,32,auto,As,a,"result , a","As a result , a",,2023
QA,W4383346782,33,auto,Real,-,time adaptation LLMs,Real - time adaptation LLMs,,2023
QA,W4383346782,34,auto,This,dynamic,behavior demands that,This dynamic behavior demands that,,2023
QA,W4383346782,35,auto,This,is,similar to what,This is similar to what,,2023
QA,W4383346782,37,auto,The,widespread,adoption of LLMs,The widespread adoption of LLMs,,2023
QA,W4383346782,38,auto,Consequently,",",regulatory oversight must,"Consequently , regulatory oversight must",,2023
QA,W4383346782,39,auto,Data,privacy,and security LLMs',Data privacy and security LLMs',,2023
QA,W4383346782,40,auto,Regulatory,oversight,should establish robust,Regulatory oversight should establish robust,,2023
QA,W4383346782,41,auto,These,unique,characteristics of LLMs,These unique characteristics of LLMs,,2023
QA,W4383346782,42,auto,Such,an,approach must be,Such an approach must be,,2023
QA,W4383346782,43,auto,THE,FDA'S,PRE - LLM,THE FDA'S PRE - LLM,,2023
QA,W4383346782,44,auto,As,a,continuation of that,As a continuation of that,,2023
QA,W4383346782,45,auto,These,devices,pose the least,These devices pose the least,,2023
QA,W4383346782,46,auto,Examples,of,Class I devices,Examples of Class I devices,,2023
QA,W4383346782,47,auto,Some,low,- risk AI,Some low - risk AI,,2023
QA,W4383346782,48,auto,•,Class,II ( Moderate,• Class II ( Moderate,,2023
QA,W4383346782,49,auto,These,devices,carry a higher,These devices carry a higher,,2023
QA,W4383346782,50,auto,Examples,of,Class,Examples of Class,,2023
QA,W4383346782,51,auto,II,devices,include infusion pumps,II devices include infusion pumps,,2023
QA,W4383346782,52,auto,Many,AI,- based medical,Many AI - based medical,,2023
QA,W4383346782,53,auto,•,Class,III ( High,• Class III ( High,,2023
QA,W4383346782,54,auto,These,devices,pose the highest,These devices pose the highest,,2023
QA,W4383346782,55,auto,Class,III,devices often support,Class III devices often support,,2023
QA,W4383346782,56,auto,Examples,of,Class III devices,Examples of Class III devices,,2023
QA,W4383346782,57,auto,AI,-,based medical technologies,AI - based medical technologies,,2023
QA,W4383346782,58,auto,A,milestone,in that process,A milestone in that process,,2023
QA,W4383346782,59,auto,One,is,about regulating adaptive,One is about regulating adaptive,,2023
QA,W4383346782,60,auto,This,adaptability,allows the algorithm,This adaptability allows the algorithm,,2023
QA,W4383346782,61,auto,The,other,one is related,The other one is related,,2023
QA,W4383346782,62,auto,It,refers,to the ability,It refers to the ability,,2023
QA,W4383346782,63,auto,Such,an,autodidactic deep learning,Such an autodidactic deep learning,,2023
QA,W4383346782,64,auto,THE,LLM,ERA IN THE,THE LLM ERA IN THE,,2023
QA,W4383346782,65,auto,To,date,", no LLM","To date , no LLM",,2023
QA,W4383346782,66,auto,Details,about,the training of,Details about the training of,,2023
QA,W4383346782,67,auto,Nevertheless,",",LLMs have transformative,"Nevertheless , LLMs have transformative",,2023
QA,W4383346782,69,auto,ted,posing,a new challenge,ted posing a new challenge,,2023
QA,W4383346782,70,auto,There,have,been discussions about,There have been discussions about,,2023
QA,W4383346782,71,auto,Moreover,",",some of those,"Moreover , some of those",,2023
QA,W4383346782,72,auto,Such,misinformation,may be related,Such misinformation may be related,,2023
QA,W4383346782,73,auto,For,the,"uninitiated , such","For the uninitiated , such",,2023
QA,W4383346782,74,auto,Whether,it,is due to,Whether it is due to,,2023
QA,W4383346782,75,auto,Another,issue,", bias in","Another issue , bias in",,2023
QA,W4383346782,76,auto,If,the,training data contains,If the training data contains,,2023
QA,W4383346782,77,auto,Biased,outputs,from GPT -,Biased outputs from GPT -,,2023
QA,W4383346782,78,auto,GPT,-,4 brings the,GPT - 4 brings the,,2023
QA,W4383346782,79,auto,It,will,be able to,It will be able to,,2023
QA,W4383346782,80,auto,Table,1,The application of,Table 1 The application of,,2023
QA,W4383346782,81,auto,Issues,such,"as transparency ,","Issues such as transparency ,",,2023
QA,W4383346782,82,auto,For,instance,", healthcare professionals","For instance , healthcare professionals",,2023
QA,W4383346782,83,auto,Moreover,",",regulatory oversight can,"Moreover , regulatory oversight can",,2023
QA,W4383346782,84,auto,By,mandating,diverse and representative,By mandating diverse and representative,,2023
QA,W4383346782,85,auto,The,use,of GPT -,The use of GPT -,,2023
QA,W4383346782,86,auto,This,could,include specific guidelines,This could include specific guidelines,,2023
QA,W4383346782,87,auto,As,a,sign of wide,As a sign of wide,,2023
QA,W4383346782,88,auto,ve,already,started to implement,ve already started to implement,,2023
QA,W4383346782,89,auto,Examples,include,the Microsoft -,Examples include the Microsoft -,,2023
QA,W4383346782,90,auto,THE,REGULATORY,CHALLENGES OF LLMS,THE REGULATORY CHALLENGES OF LLMS,,2023
QA,W4383346782,91,auto,It,is,also not clear,It is also not clear,,2023
QA,W4383346782,92,auto,However,",",based on the,"However , based on the",,2023
QA,W4383346782,93,auto,A,regulatory,body only has,A regulatory body only has,,2023
QA,W4383346782,94,auto,Even,if,currently widespread LLMs,Even if currently widespread LLMs,,2023
QA,W4383346782,95,auto,One,prominent,example is Med,One prominent example is Med,,2023
QA,W4383346782,96,auto,In,that,"study , authors","In that study , authors",,2023
QA,W4383346782,97,auto,In,addition,", using a","In addition , using a",,2023
QA,W4383346782,98,auto,As,human,evaluation reveals key,As human evaluation reveals key,,2023
QA,W4383346782,99,auto,Since,then,", GPT -","Since then , GPT -",,2023
QA,W4383346782,100,auto,(,Table,2,( Table 2,,2023
QA,W4383346782,101,auto,This,underscores,the notion that,This underscores the notion that,,2023
QA,W4383346782,102,auto,Without,taking,these future additions,Without taking these future additions,,2023
QA,W4383346782,103,auto,Companies,with,approved devices that,Companies with approved devices that,,2023
QA,W4383346782,104,auto,Namely,",",how will the,"Namely , how will the",,2023
QA,W4383346782,107,auto,e,been,proposals about regulating,e been proposals about regulating,,2023
QA,W4383346782,108,auto,In,a,"working paper ,","In a working paper ,",,2023
QA,W4383346782,109,auto,Authors,also,suggested four strategies,Authors also suggested four strategies,,2023
QA,W4383346782,110,auto,In,details,", regulation should","In details , regulation should",,2023
QA,W4383346782,111,auto,In,either,"case , regulators","In either case , regulators",,2023
QA,W4383346782,112,auto,As,a,sign of the,As a sign of the,,2023
QA,W4383346782,113,auto,To,reinforce,"our concerns ,","To reinforce our concerns ,",,2023
QA,W4383346782,114,auto,By,taking,a proactive approach,By taking a proactive approach,,2023
QA,W4383346782,115,auto,Furthermore,",",LLMs could also,"Furthermore , LLMs could also",,2023
QA,W4383346782,116,auto,-,Create,a new regulatory,- Create a new regulatory,,2023
QA,W4383346782,117,auto,-,Provide,a regulatory guidance,- Provide a regulatory guidance,,2023
QA,W4383346782,118,auto,can,deploy,LLMs into their,can deploy LLMs into their,,2023
QA,W4383346782,119,auto,-,Create,a regulatory framework,- Create a regulatory framework,,2023
QA,W4383346782,120,auto,-,Provide,a framework for,- Provide a framework for,,2023
QA,W4383346782,121,auto,-,Similar,to the FDA's,- Similar to the FDA's,,2023
QA,W4383346782,122,auto,Table,3,Regulatory challenge Short,Table 3 Regulatory challenge Short,,2023
QA,W4383346782,123,auto,This,poses,a significant regulatory,This poses a significant regulatory,,2023
QA,W4383346782,125,auto,If,an,LLM generates content,If an LLM generates content,,2023
QA,W4383346782,126,auto,Medical,Malpractice,Liability Determining who,Medical Malpractice Liability Determining who,,2023
QA,W4383346782,127,auto,Is,it,the AI developers,Is it the AI developers,,2023
QA,W4383346782,128,auto,Quality,Control,& Standardization Regulation,Quality Control & Standardization Regulation,,2023
QA,W4383346782,129,auto,Informed,Consent,Patients need to,Informed Consent Patients need to,,2023
QA,W4383346782,130,auto,This,is,challenging because it,This is challenging because it,,2023
QA,W4383346782,131,auto,Interpretability,&,Transparency Regulations need,Interpretability & Transparency Regulations need,,2023
QA,W4383346782,132,auto,This,is,particularly challenging with,This is particularly challenging with,,2023
QA,W4383346782,133,auto,Fairness,and,Bias Regulation is,Fairness and Bias Regulation is,,2023
QA,W4383346782,134,auto,This,can,lead to disparities,This can lead to disparities,,2023
QA,W4383346782,136,auto,It,can,be challenging to,It can be challenging to,,2023
QA,W4383346782,137,auto,Over,-,reliance on AI,Over - reliance on AI,,2023
QA,W4383346782,138,auto,Regulations,are,needed to balance,Regulations are needed to balance,,2023
QA,W4383346782,139,auto,Continuous,Monitoring,& Validation Ensuring,Continuous Monitoring & Validation Ensuring,,2023
QA,W4383346782,140,auto,Fig.,1,1 Fig. 1,Fig. 1 1 Fig. 1,,2023
QA,W4383346782,141,auto,key,actors,.,key actors .,,2023
QA,W4383346782,142,auto,If,such,a pause cannot,If such a pause cannot,,2023
QA,W4383346782,143,auto,Table,2,. 2 A,Table 2 . 2 A,,2023
QA,W4383346782,144,auto,Type,of,content Potential applications,Type of content Potential applications,,2023
QA,W4383346782,145,auto,1,Differences,between the depth,1 Differences between the depth,,2023
QA,W4383346782,146,auto,What,are,some possible causes,What are some possible causes,,2023
QA,W4383346782,147,auto,A,45,- year -,A 45 - year -,,2023
QA,W4383346782,148,auto,Please,provide,a differential diagnosis,Please provide a differential diagnosis,,2023
QA,W4383346782,149,auto,Prompt,2,- Treatment recommendations,Prompt 2 - Treatment recommendations,,2023
QA,W4383346782,150,auto,What,are,some common treatments,What are some common treatments,,2023
QA,W4383346782,151,auto,A,55,- year -,A 55 - year -,,2023
QA,W4383346782,152,auto,Outline,a,comprehensive treatment plan,Outline a comprehensive treatment plan,,2023
QA,W4383346782,153,auto,Prompts,ChatGPT,GPT - 4,Prompts ChatGPT GPT - 4,,2023
QA,W4383346782,154,auto,Create,a,patient - friendly,Create a patient - friendly,,2023
QA,W4383346782,155,auto,Prompt,4,- Reviewing medical,Prompt 4 - Reviewing medical,,2023
QA,W4383346782,156,auto,between,physical,activity and mental,between physical activity and mental,,2023
QA,W4383346782,157,auto,Prompt,5,- Clinical case,Prompt 5 - Clinical case,,2023
QA,W4383346782,158,auto,Create,a,detailed clinical case,Create a detailed clinical case,,2023
QA,W4383346782,159,auto,npj,Digital,Medicine ( 2023,npj Digital Medicine ( 2023,,2023
QA,W4383346782,160,auto,AUTHOR,CONTRIBUTIONS,B.M. and E.T.,AUTHOR CONTRIBUTIONS B.M. and E.T.,,2023
QA,W4383346782,161,auto,B.M.,drafted,the manuscript and,B.M. drafted the manuscript and,,2023
QA,W4383346782,162,auto,Both,authors,approved the completed,Both authors approved the completed,,2023
QA,W4383346782,164,auto,The,authors,declare no competing,The authors declare no competing,,2023
QA,W4383346782,167,auto,The,online,version contains supplementary,The online version contains supplementary,,2023
QA,W4383346782,168,auto,Correspondence,and,requests for materials,Correspondence and requests for materials,,2023
QA,W4383346782,169,auto,Reprints,and,permission information is,Reprints and permission information is,,2023
QA,W4383346782,170,auto,Introducing,Chatgpt,Openai 2022,Introducing Chatgpt Openai 2022,,2023
QA,W4383346782,172,auto,t,next,step on our,t next step on our,,2023
QA,W4383346782,173,auto,The,utility,of chatGPT as,The utility of chatGPT as,,2023
QA,W4383346782,174,auto,Policy,Technol,8 2019,Policy Technol 8 2019,,2023
QA,W4383346782,175,auto,The,state,of artificial intelligence,The state of artificial intelligence,,2023
QA,W4383346782,176,auto,Med,3,2020 Software as,Med 3 2020 Software as,,2023
QA,W4383346782,177,auto,High,-,performance medicin0e :,High - performance medicin0e :,,2023
QA,W4383346782,178,auto,Med,25,2019 Artificial intelligence,Med 25 2019 Artificial intelligence,,2023
QA,W4383346782,179,auto,J.,Med,388 2023,J. Med 388 2023,,2023
QA,W4383346782,180,auto,Nuance,is,revolutionizing the contact,Nuance is revolutionizing the contact,,2023
QA,W4383346782,181,auto,Proceedings,of,the 2023 ACM,Proceedings of the 2023 ACM,,2023
QA,W4383346782,182,auto,Auditing,large,language models :,Auditing large language models :,,2023
QA,W4383346782,183,auto,In,sudden,alarm Will Knight,In sudden alarm Will Knight,,2023
QA,W4221106857,0,auto,Legal,and,Ethical Consideration in,Legal and Ethical Consideration in,,2022
QA,W4221106857,1,auto,14,March,2022 Karl -,14 March 2022 Karl -,,2022
QA,W4221106857,2,auto,14,March,2022 D41C1FFE22807A4C23EE3D22576B64D9 10.3389/fsurg.2022.862322,14 March 2022 D41C1FFE22807A4C23EE3D22576B64D9 10.3389/fsurg.2022.862322,,2022
QA,W4221106857,3,auto,This,article,was submitted to,This article was submitted to,,2022
QA,W4221106857,4,auto,The,legal,a,The legal a,,2022
QA,W4221106857,5,auto,nd,ethical,issues that confront,nd ethical issues that confront,,2022
QA,W4221106857,6,auto,Concerns,about,newer digital technologies,Concerns about newer digital technologies,,2022
QA,W4221106857,7,auto,Mistakes,in,the procedure or,Mistakes in the procedure or,,2022
QA,W4221106857,8,auto,Because,patients,come into contact,Because patients come into contact,,2022
QA,W4221106857,9,auto,Currently,",",there are no,"Currently , there are no",,2022
QA,W4221106857,10,auto,This,review,attempts to address,This review attempts to address,,2022
QA,W4221106857,12,auto,Increasing,patient,"demand , chronic","Increasing patient demand , chronic",,2022
QA,W4221106857,13,auto,Simultaneously,",",the usage of,"Simultaneously , the usage of",,2022
QA,W4221106857,14,auto,If,properly,"harnessed , healthcare","If properly harnessed , healthcare",,2022
QA,W4221106857,15,auto,As,a,"result , policymakers","As a result , policymakers",,2022
QA,W4221106857,16,auto,For,this,"to happen ,","For this to happen ,",,2022
QA,W4221106857,17,auto,It,also,includes processes such,It also includes processes such,,2022
QA,W4221106857,18,auto,Traditional,computational,"algorithms , simply","Traditional computational algorithms , simply",,2022
QA,W4221106857,19,auto,On,the,"other hand ,","On the other hand ,",,2022
QA,W4221106857,20,auto,AI,has,the potential to,AI has the potential to,,2022
QA,W4221106857,21,auto,From,a,"software standpoint ,","From a software standpoint ,",,2022
QA,W4221106857,22,auto,An,artificial,neural network (,An artificial neural network (,,2022
QA,W4221106857,23,auto,It's,a,human brain model,It's a human brain model,,2022
QA,W4221106857,24,auto,AI,uses,various algorithms to,AI uses various algorithms to,,2022
QA,W4221106857,25,auto,Machines,learn,by correcting minor,Machines learn by correcting minor,,2022
QA,W4221106857,26,auto,training,),", thereby boosting","training ) , thereby boosting",,2022
QA,W4221106857,27,auto,In,the,high - risk,In the high - risk,,2022
QA,W4221106857,28,auto,This,is,critical to remember,This is critical to remember,,2022
QA,W4221106857,29,auto,These,systems,use algorithms to,These systems use algorithms to,,2022
QA,W4221106857,30,auto,The,use,of data created,The use of data created,,2022
QA,W4221106857,31,auto,Such,data,may be difficult,Such data may be difficult,,2022
QA,W4221106857,32,auto,Nonetheless,",",AI in electronic,"Nonetheless , AI in electronic",,2022
QA,W4221106857,33,auto,Before,going,down the typical,Before going down the typical,,2022
QA,W4221106857,34,auto,By,analyzing,clinical practice trends,By analyzing clinical practice trends,,2022
QA,W4221106857,35,auto,In,the,"future , AI","In the future , AI",,2022
QA,W4221106857,36,auto,AI,can,convert drug discovery,AI can convert drug discovery,,2022
QA,W4221106857,37,auto,Artificial,intelligence,( AI ),Artificial intelligence ( AI ),,2022
QA,W4221106857,38,auto,Although,like,with any drug,Although like with any drug,,2022
QA,W4221106857,39,auto,There,is,a continuous debate,There is a continuous debate,,2022
QA,W4221106857,40,auto,The,application,of AI in,The application of AI in,,2022
QA,W4221106857,41,auto,To,fully,achieve the potential,To fully achieve the potential,,2022
QA,W4221106857,42,auto,nd,transparency,", ( 3","nd transparency , ( 3",,2022
QA,W4221106857,43,auto,The,aim,is to help,The aim is to help,,2022
QA,W4221106857,44,auto,Our,capacity,to trace culpability,Our capacity to trace culpability,,2022
QA,W4221106857,45,auto,The,supposed,""" everwidening ""","The supposed "" everwidening """,,2022
QA,W4221106857,46,auto,The,use,of AI may,The use of AI may,,2022
QA,W4221106857,47,auto,The,extent,of danger is,The extent of danger is,,2022
QA,W4221106857,48,auto,Therefore,",",the technique through,"Therefore , the technique through",,2022
QA,W4221106857,49,auto,A,procedure,used by an,A procedure used by an,,2022
QA,W4221106857,50,auto,The,AIS,would then evaluate,The AIS would then evaluate,,2022
QA,W4221106857,51,auto,The,use,of AI to,The use of AI to,,2022
QA,W4221106857,52,auto,The,future,scenario of employing,The future scenario of employing,,2022
QA,W4221106857,53,auto,Clinicians,(,"including doctors ,","Clinicians ( including doctors ,",,2022
QA,W4221106857,54,auto,The,scope,of emerging ML,The scope of emerging ML,,2022
QA,W4221106857,55,auto,ML,-,HCAs range from,ML - HCAs range from,,2022
QA,W4221106857,56,auto,The,Resolution,of the European,The Resolution of the European,,2022
QA,W4221106857,57,auto,The,report,emphasizes the critical,The report emphasizes the critical,,2022
QA,W4221106857,58,auto,hroughs,anticipated,in the medium,hroughs anticipated in the medium,,2022
QA,W4221106857,59,auto,When,the,setting or context,When the setting or context,,2022
QA,W4221106857,60,auto,AI,can,go from being,AI can go from being,,2022
QA,W4221106857,61,auto,All,AI,systems ( 31,All AI systems ( 31,,2022
QA,W4221106857,62,auto,PHI,(,Protected health information,PHI ( Protected health information,,2022
QA,W4221106857,63,auto,Broad,goal,without pre-determined methodology,Broad goal without pre-determined methodology,,2022
QA,W4221106857,64,auto,Data,-,access frameworks,Data - access frameworks,,2022
QA,W4221106857,65,auto,A,greater,emphasis on data,A greater emphasis on data,,2022
QA,W4221106857,66,auto,Pre-specified,",",frequent data retrieval,"Pre-specified , frequent data retrieval",,2022
QA,W4221106857,67,auto,Stage,2,: Silent period,Stage 2 : Silent period,,2022
QA,W4221106857,68,auto,Goal,of,the trial To,Goal of the trial To,,2022
QA,W4221106857,69,auto,Model,validation,Technical performance and,Model validation Technical performance and,,2022
QA,W4221106857,71,auto,By,comparing,quiet predictions to,By comparing quiet predictions to,,2022
QA,W4221106857,72,auto,Stage,3,: Clinical trial,Stage 3 : Clinical trial,,2022
QA,W4221106857,74,auto,Rather,than,demonstrating the model's,Rather than demonstrating the model's,,2022
QA,W4221106857,75,auto,Disaggregated,performance,metrics Patient safety,Disaggregated performance metrics Patient safety,,2022
QA,W4221106857,76,auto,Clinically,relevant,evaluation Disaggregated performance,Clinically relevant evaluation Disaggregated performance,,2022
QA,W4221106857,77,auto,The,model,was investigated in,The model was investigated in,,2022
QA,W4221106857,78,auto,The,outputs,of the model,The outputs of the model,,2022
QA,W4221106857,79,auto,•,Clinical,decisions are kept,• Clinical decisions are kept,,2022
QA,W4221106857,80,auto,•,Determining,the cause of,• Determining the cause of,,2022
QA,W4221106857,81,auto,will,have,"limits , even","will have limits , even",,2022
QA,W4221106857,82,auto,The,human,decision - maker,The human decision - maker,,2022
QA,W4221106857,83,auto,When,a,medical diagnostic and,When a medical diagnostic and,,2022
QA,W4221106857,84,auto,Furthermore,",",people may accept,"Furthermore , people may accept",,2022
QA,W4221106857,85,auto,This,sort,of failure will,This sort of failure will,,2022
QA,W4221106857,86,auto,assessments,later,revealed to be,assessments later revealed to be,,2022
QA,W4221106857,87,auto,In,recent,"years , there","In recent years , there",,2022
QA,W4221106857,88,auto,These,machines,would have AI,These machines would have AI,,2022
QA,W4221106857,89,auto,While,these,advancements may offer,While these advancements may offer,,2022
QA,W4221106857,90,auto,The,problem,of selection bias,The problem of selection bias,,2022
QA,W4221106857,91,auto,As,established,by Buolamwini and,As established by Buolamwini and,,2022
QA,W4221106857,92,auto,A,huge,number of data,A huge number of data,,2022
QA,W4221106857,93,auto,As,a,"result , when","As a result , when",,2022
QA,W4221106857,94,auto,Unlike,doctors,", technologists are","Unlike doctors , technologists are",,2022
QA,W4221106857,95,auto,This,comparison,summarizes the dispute,This comparison summarizes the dispute,,2022
QA,W4221106857,96,auto,If,a,clinician can't account,If a clinician can't account,,2022
QA,W4221106857,97,auto,This,lack,of accountability raises,This lack of accountability raises,,2022
QA,W4221106857,98,auto,Some,scenarios,show how opacity,Some scenarios show how opacity,,2022
QA,W4221106857,99,auto,Table,1,AISs should be,Table 1 AISs should be,,2022
QA,W4221106857,100,auto,It,is,critical to establish,It is critical to establish,,2022
QA,W4221106857,101,auto,If,a,clinician chooses to,If a clinician chooses to,,2022
QA,W4221106857,102,auto,As,previously,"mentioned , clinical","As previously mentioned , clinical",,2022
QA,W4221106857,103,auto,It,has,"been suggested ,","It has been suggested ,",,2022
QA,W4221106857,104,auto,If,AIS,cannot be punished,If AIS cannot be punished,,2022
QA,W4221106857,105,auto,Managers,of,AIS users should,Managers of AIS users should,,2022
QA,W4221106857,106,auto,Autonomous,ML,- HCAs provide,Autonomous ML - HCAs provide,,2022
QA,W4221106857,107,auto,a,clinician,or any other,a clinician or any other,,2022
QA,W4221106857,108,auto,Because,the,developer's preference for,Because the developer's preference for,,2022
QA,W4221106857,109,auto,However,",",it is the,"However , it is the",,2022
QA,W4221106857,110,auto,Models,can,be trained on,Models can be trained on,,2022
QA,W4221106857,111,auto,Additionally,",",the way data,"Additionally , the way data",,2022
QA,W4221106857,112,auto,To,our,knowledge there are,To our knowledge there are,,2022
QA,W4221106857,113,auto,As,we,rely more and,As we rely more and,,2022
QA,W4221106857,114,auto,We,see,a need for,We see a need for,,2022
QA,W4221106857,115,auto,AI,systems,increase in use,AI systems increase in use,,2022
QA,W4221106857,116,auto,It,is,likely to meager,It is likely to meager,,2022
QA,W4221106857,117,auto,AI,is,going to be,AI is going to be,,2022
QA,W4221106857,118,auto,Data,bias,needs to be,Data bias needs to be,,2022
QA,W4221106857,119,auto,Diverse,and,inclusive programming groups,Diverse and inclusive programming groups,,2022
QA,W4221106857,120,auto,While,AI,may not be,While AI may not be,,2022
QA,W4221106857,121,auto,If,there,is a lack,If there is a lack,,2022
QA,W4221106857,122,auto,In,contrast,to human decision,In contrast to human decision,,2022
QA,W4221106857,123,auto,As,a,"result , even","As a result , even",,2022
QA,W4221106857,124,auto,While,there,are moral dielemmas,While there are moral dielemmas,,2022
QA,W4221106857,125,auto,FIGURE,1,| 1 FIGURE,FIGURE 1 | 1 FIGURE,,2022
QA,W4221106857,126,auto,TABLE,1,| 1 Considerations,TABLE 1 | 1 Considerations,,2022
QA,W4221106857,128,auto,ntiersin.org,March,2022 | Volume,ntiersin.org March 2022 | Volume,,2022
QA,W4221106857,129,auto,MS,",","SI , DSw","MS , SI , DSw",,2022
QA,W4221106857,130,auto,DSw,",","KA , VP","DSw , KA , VP",,2022
QA,W4221106857,131,auto,NN,",","DSh , KS","NN , DSh , KS",,2022
QA,W4221106857,132,auto,PC,",","BR , and","PC , BR , and",,2022
QA,W4221106857,133,auto,All,authors,contributed to manuscript,All authors contributed to manuscript,,2022
QA,W4221106857,134,auto,Conflict,of,Interest : The,Conflict of Interest : The,,2022
